"","EEG.Anlagenschluessel","Hersteller.der.Windenergieanlage","Typenbezeichnung","Leistung","Inbetriebnahmedatum.der.Einheit","Gemeindeschluessel","Koordinate..Breitengrad..WGS84.","Koordinate..Laengengrad..WGS84.","Nabenhoehe.der.Windenergieanlage","Rotordurchmesser.der.Windenergieanlage"
"208","E31238010000000000000021881571346","ENERCON GmbH","E-82","2300 ","14.03.2013",7140204,"50,031164","7,347136","98","82"
"209","E31238010000000000000021881571347","ENERCON GmbH","E-82","2300 ","28.12.2012",7140204,"50,048205","7,347613","108","82"
"210","E31238010000000000000021881557561","ENERCON GmbH","E-82","2300 ","26.02.2013",7140204,"50,037653","7,347317","98","82"
"211","E31238010000010120000008529201417","ENERCON GmbH","E-66/15.66","1500 ","01.08.1999",7133023,"49,994312","7,727852","67","66"
"212","E31238010000010120000008529201418","ENERCON GmbH","E-66/18.70","1800 ","01.11.2000",7133023,"49,993678","7,729912","65","70"
"213","E31238010000010120000008529219428","ENERCON GmbH","E-70 E4","2000 ","18.10.2005",7133023,"49,996305","7,730813","113.5","71"
"214","E3123801V000000000000032193400851","ENERCON GmbH","E-101","3050 ","23.10.2013",7133023,"49,99036","7,723882","149","101"
"215","E3123801V000000000000032193483982","ENERCON GmbH","E-101","3050 ","14.10.2013",7133023,"49,992622","7,734761","149","101"
"216","E3123801V000000000000032193393403","ENERCON GmbH","E-101","3050 ","24.06.2014",7133023,"49,991421","7,719049","149","101"
"217","E3123801V000000000000032193394124","ENERCON GmbH","E-101","3050 ","19.07.2014",7133023,"49,990386","7,728843","149","101"
"218","E3123801V000000000000032193394121","ENERCON GmbH","E-101","3050 ","18.07.2014",7133023,"49,995065","7,723306","149","101"
"219","E3025401WEA0005000085560000006845","Vestas Deutschland GmbH","Vestas V112-3.0 MW","3075 ","21.12.2012",7331024,"49,698868","8,117693","140","112"
"220","E3025401WEA0005000085570000006846","Vestas Deutschland GmbH","Vestas V112-3.0 MW","3075 ","28.12.2012",7331024,"49,695375","8,118492","140","112"
"221","E3025401WEA0005000085580000006847","Vestas Deutschland GmbH","Vestas V112-3.0 MW","3075 ","25.01.2013",7331024,"49,69306","8,120405","140","112"
"222","E3025401WEA0005000087220000006951","Vestas Deutschland GmbH","Vestas V112-3.0 MW","3075 ","21.02.2013",7331024,"49,690244","8,121496","140","112"
"223","E3025401WEA0005000085590000006848","Vestas Deutschland GmbH","Vestas V112-3.0 MW","3075 ","07.02.2013",7331024,"49,68764","8,12329","140","112"
"224","E31238010000000000000045704818818","Vestas Deutschland GmbH","V80","2000 ","06.02.2003",7231087,"49,142675","-3,622044","100","80"
"225","E3123801V000000000000032193394372","ENERCON GmbH","E-101","3050 ","30.07.2014",7339063,"50,001159","7,740992","149","101"
"226","E3123801V000000000000032193294368","ENERCON GmbH","E-101","3050 ","30.07.2014",7339063,"50,002616","7,7336","149","101"
"227","","ENERCON GmbH","E-101","3050 ","07.07.2014",7339040,"50,003009","7,726752","149","101"
"228","E3025401WEA0004100037250000015890","Vestas Deutschland GmbH","V136","3450 ","27.06.2019",7334028,"49,273047","8,354977","149","136"
"229","","Vestas Deutschland GmbH","V90","2000 ","26.12.2011",7140154,"49,328856","-3,347787","105","90"
"230","E3123801W000000000003104781216340","ENERCON GmbH","E-92","2350 ","29.12.2016",7339062,"49,972484","7,78479","138","92"
"231","","Vestas Deutschland GmbH","V90","2000 ","26.12.2011",7140154,"49,327721","-3,34435","105","90"
"232","","Vestas Deutschland GmbH","V90","2000 ","29.12.2011",7140154,"49,326233","-3,341349","105","90"
"233","E3123801W000000000003104781216342","ENERCON GmbH","E-92","2350 ","31.03.2017",7339062,"49,971001","7,788126","138","92"
"234","E3123801W000000000003104781216341","ENERCON GmbH","E-92","2350 ","24.03.2017",7339062,"49,969897","7,791474","138","92"
"235","E31238010000000000000017469738280","Vestas Deutschland GmbH","V90","2000 ","28.12.2011",7140154,"49,325061","-3,337834","105","90"
"236","","Vestas Deutschland GmbH","V90","2000 ","11.01.2012",7140154,"48,918985","-6,610244","105","90"
"237","","ENERCON GmbH","E-82","2300 ","01.02.2012",7140101,"50,02561","7,49565","138","82"
"238","","ENERCON GmbH","E-82","2300 ","07.02.2012",7140101,"50,031373","7,496308","138","82"
"239","","ENERCON GmbH","E-82","2300 ","07.02.2012",7140101,"50,028399","7,49513","138","82"
"240","","ENERCON GmbH","E-82","2300 ","29.12.2011",7140101,"50,02467","7,498722","138","82"
"241","","ENERCON GmbH","E-82","2300 ","19.12.2011",7140101,"50,028835","7,503812","138","82"
"242","","ENERCON GmbH","E-82","2300 ","20.12.2011",7140101,"50,026504","7,505029","138","82"
"243","","ENERCON GmbH","E-82","2300 ","23.12.2011",7140101,"50,026046","7,509215","138","82"
"244","E3025401WEA0004100033550000013217","Vestas Deutschland GmbH","Vestas V126","3300 ","02.09.2015",7333038,"49,584482","8,078446","137","126"
"245","E3025401WEA0004100033550000013218","Vestas Deutschland GmbH","Vestas V126","3300 ","09.09.2015",7333038,"49,580551","8,081869","137","126"
"246","E3025401WEA000000GALGENBERT010003","ENERCON GmbH","Enercon E101","3050 ","30.12.2014",7336087,"49,525607","7,601038","149","101"
"247","E3025401WEA000000GALGENBERT010005","ENERCON GmbH","Enercon E101","3050 ","25.06.2015",7336053,"49,535218","7,608822","149","101"
"248","E3025401WEA000000GALGENBERT010007","ENERCON GmbH","Enercon E101","3050 ","28.07.2015",7336053,"49,538499","7,608618","149","101"
"249","E3025401WEA0004100036800000015525","ENERCON GmbH","Enercon E115","3000 ","13.06.2018",7333023,"49,697847","7,878991","149","115.71"
"250","E3025401WEA0004100036800000015526","ENERCON GmbH","Enercon E115","3000 ","26.06.2018",7333023,"49,695851","7,882767","149","115.71"
"251","E32954010000000000003616502300004","Vestas Deutschland GmbH","V 112","3075 ","20.12.2013",7331024,"49,696817","8,109466","140","112"
"252","E3025401WEA0004100036800000015527","ENERCON GmbH","Enercon E115","3000 ","19.06.2018",7333023,"49,692797","7,881423","149","115.71"
"253","E3025401WEA0004100036800000015528","ENERCON GmbH","Enercon E115","3000 ","12.06.2018",7333066,"49,692972","7,875318","149","115.71"
"254","E32954010000000000003616502300002","Vestas Deutschland GmbH","V 112","3075 ","19.12.2013",7331024,"49,696328","9","140","112"
"255","E32954010000000000003616502300001","Vestas Deutschland GmbH","V 112","3075 ","11.12.2013",7331024,"49,834964","8,108155","140","112"
"256","E32954010000000000003616502300003","Vestas Deutschland GmbH","V 112","3075 ","19.12.2013",7331024,"50,505609","8,096741","140","112"
"257","E32954010000000000003616502300005","Vestas Deutschland GmbH","V 112","3075 ","20.12.2013",7331024,"49,682388","8,113875","140","112"
"258","E31238010000000000000017426823336","ENERCON GmbH","Enercon E82","2300 ","23.12.2011",7140062,"50,00926","7,37629","138","82"
"259","E31238010000000000000017426823337","ENERCON GmbH","Enercon E82","2300 ","15.12.2011",7140062,"50,01192","7,37721","138","82"
"260","E31238010000000000000017426823335","ENERCON GmbH","Enercon E82","2300 ","19.12.2011",7140122,"50,01261","7,38744","138","82"
"261","E31238010000000000000017426823334","ENERCON GmbH","Enercon E82","2300 ","30.11.2011",7140062,"50,00965","7,38608","138","82"
"262","E31238010000000000000021881171929","ENERCON GmbH","E-82","2300 ","15.02.2013",7140204,"50,047853","7,347756","108","82"
"263","E31238010000000000000017426823324","ENERCON GmbH","Enercon E82","2300 ","17.11.2011",7140062,"50,00778","7,388","138","82"
"264","E31238010000000000000017426823326","ENERCON GmbH","Enercon E82","2300 ","17.11.2011",7140062,"50,00557","7,38842","138","82"
"265","E31238010000000000000017426823332","ENERCON GmbH","Enercon E82","2300 ","08.12.2011",7140122,"50,00432","7,39162","138","82"
"266","E31238010000000000000017426823331","ENERCON GmbH","Enercon E82","2300 ","17.12.2011",7140122,"50,0022","7,39329","138","82"
"267","E31238010000000000000017426823325","ENERCON GmbH","Enercon E82","2300 ","10.11.2011",7140122,"50,00031","7,39611","138","82"
"268","E31238010000000000000017426823327","ENERCON GmbH","Enercon E82","2300 ","10.11.2011",7140122,"49,99774","7,39747","138","82"
"269","E31238010000000000000017426823328","ENERCON GmbH","Enercon E82","2300 ","21.11.2011",7140122,"49,997279","7,403123","138","82"
"270","E31238010000000000000017426823330","ENERCON GmbH","Enercon E82","2300 ","17.11.2011",7140122,"49,99447","7,40446","138","82"
"271","E31238010000000000000017426823338","ENERCON GmbH","Enercon E82","2300 ","30.12.2011",7140123,"49,99968","7,41075","138","82"
"272","E31238010000000000000017426823339","ENERCON GmbH","Enercon E82","2300 ","30.12.2011",7140123,"49,99422","7,41235","138","82"
"273","E31238010000000000000017426837219","ENERCON GmbH","Enercon E82","2300 ","01.02.2012",7140123,"49,99261","7,41596","138","82"
"274","E31238010000000000000015868339715","ENERCON GmbH","Enercon E82","2300 ","18.10.2011",7140062,"49,99975","7,38551","138","82"
"275","E31238010000000000000017426823340","ENERCON GmbH","Enercon E82","2300 ","30.11.2011",7140062,"49,99755","7,384967","138","82"
"276","E31238010000000000000015868338222","ENERCON GmbH","Enercon E82","2300 ","19.10.2011",7140122,"49,99611","7,38836","138","82"
"277","E31238010000000000000015868339714","ENERCON GmbH","Enercon E82","2300 ","12.10.2011",7140122,"49,99351","7,38809","138","82"
"278","E31238010000000000000017426837220","ENERCON GmbH","Enercon E82","2300 ","13.02.2012",7140071,"49,97957","7,3791","138","82"
"279","E31238010000000000000017426837221","ENERCON GmbH","Enercon E82","2300 ","10.02.2012",7140071,"49,9775","7,37299","138","82"
"280","E31238010000000000000017426837222","ENERCON GmbH","Enercon E82","2300 ","30.12.2011",7140071,"49,97566","7,37494","138","82"
"281","E31238010000000000000017426837223","ENERCON GmbH","Enercon E82","2300 ","10.02.2012",7140094,"49,9748","7,37832","138","82"
"282","E31238010000000000000017469738276","ENERCON GmbH","E-82","2300 ","19.12.2011",7140101,"50,022259","7,510464","138","82"
"283","E31238010000000000000016243661584","ENERCON GmbH","E-82","2000 ","24.08.2011",7137049,"50,401402","7,160624","108","82"
"284","E31280100000000000000000843959621","Nordex SE","N100","2500 ","15.06.2010",7134008,"49,570607","7,270193","100","100"
"285","E31238010000000000000016243661588","ENERCON GmbH","E-70","2300 ","27.01.2012",7137049,"50,403535","7,167639","113","70"
"286","E31238010000000000000016243661587","ENERCON GmbH","E-82","2000 ","25.08.2011",7137049,"50,402727","7,171079","108","82"
"287","E31238010000000000000016243661581","ENERCON GmbH","E-82","2000 ","24.08.2011",7131211,"50,399956","7,156931","108","82"
"288","E31238010000000000000016243661586","ENERCON GmbH","E-82","2000 ","24.08.2011",7131211,"50,403488","7,161519","113","82"
"289","E31238010000000000000016243661589","ENERCON GmbH","E-70","2300 ","15.02.2012",7131211,"50,410798","7,173993","113","70"
"290","E3123801V000000000000031196276455","ENERCON GmbH","E-101","3050 ","03.09.2014",7140204,"50,045237","7,362371","138","101"
"291","","ENERCON GmbH","E-101","3050 ","29.12.2012",7140070,"50,04124","7,507097","135.4","101"
"292","","Senvion Deutschland GmbH","MM92 Evolution","2050 ","31.05.2012",7140154,"49,318562","-3,354148","100","92.5"
"293","","Senvion Deutschland GmbH","MM92 Evolution","2050 ","04.06.2012",7140154,"49,32529","-3,355858","100","92.5"
"294","E31238010000000000000001151176809","Nordex SE","N117","2400 ","29.08.2015",7336050,"49,648055","7,488316","120","117"
"295","E3123801V000000000000031196276457","ENERCON GmbH","E-101","3050 ","09.10.2014",7140204,"50,045943","7,368841","138","101"
"296","E31238010000000000000036802801443","Südwind Borsig Energy GmbH","Südwind S70","1500 ","19.06.2001",7140084,"50,1327","7,5915","65","70"
"297","E31238010000000000000001151176810","Nordex SE","N117","2400 ","17.09.2015",7336050,"49,646372","7,493034","120","117"
"298","E31238010000000000000001151176811","Nordex SE","N117","2400 ","25.08.2015",7336050,"49,642359","7,492147","120","117"
"299","E32954010000000000003625400200001","Senvion Deutschland GmbH","3,2M114","3200 ","28.09.2013",7331046,"49,630192","8,154443","143","114"
"300","E31238010000000000000001100406639","Senvion Deutschland GmbH","3.4M104","3370 ","06.05.2013",7134058,"49,694337","7,214744","128","104"
"301","E30613019020000000000000589300001","Vestas Deutschland GmbH","V112-3.0","3075 ","05.11.2014",7312000,"49,475803","7,814618","140","112"
"302","E30613019020000000000000589300002","Vestas Deutschland GmbH","V112-3.0","3075 ","05.11.2014",7312000,"49,471795","7,806974","140","112"
"303","E30613019020000000000000589300003","Vestas Deutschland GmbH","V112-3.0","3075 ","10.11.2014",7312000,"49,469903","7,816209","140","112"
"304","E3025401WEA0004100051950000017425","Vestas Deutschland GmbH","V136","3450 ","21.02.2020",7336022,"49,337927","7,294245","149","136"
"305","E3025401WEA0004100051940000017423","Vestas Deutschland GmbH","V126","3450 ","30.12.2019",7336022,"49,574552","7,481981","149","126"
"306","E3025401WEA0004100051940000017421","Vestas Deutschland GmbH","V126","3450 ","30.01.2020",7336099,"49,577658","7,47541","149","126"
"307","E31238010000000000000040056000033","ENERCON GmbH","E40/6.44"," 600","10.12.2001",7232250,"50,2806","6,4859","65","44"
"308","E3025401WEA0004100036800000016217","Vestas Deutschland GmbH","V 126","3450 ","18.06.2019",7333040,"49,67218","7,905804","149","126"
"309","E3025401WEA0004100036800000016218","Vestas Deutschland GmbH","V 126","3450 ","07.06.2019",7333040,"49,675794","7,911267","149","126"
"310","E3025401WEA0004100036800000016219","Vestas Deutschland GmbH","V126","3450 ","31.05.2019",7333040,"49,672422","7,915265","149","126"
"311","E31238010000000000000052080300684","ENERCON GmbH","E-66/18.70-3","1800 ","21.03.2003",7232201,"50,100102","6,298855","86","70"
"312","E3123801V000000000000032519789459","Vestas Deutschland GmbH","V112-3.0 MW","3075 ","26.02.2014",7331021,"49,742814","8,017961","140","112"
"313","E3123801V000000000000032519789458","Vestas Deutschland GmbH","V112-3.0 MW","3075 ","03.03.2014",7331021,"49,735981","8,016129","140","112"
"314","E32954010000000000003619500400001","ENERCON GmbH","E-101","3000 ","13.06.2014",7331021,"49,755798","8,053352","135","101"
"315","E31238010000000000000032054536390","Vestas Deutschland GmbH","Vestas V112-3.0 MW","3075 ","07.03.2014",7140084,"50,127337","7,603104","140","112"
"316","E3123801V000000000000032519689465","Vestas Deutschland GmbH","Vestas V112-3.0 MW","3075 ","11.02.2014",7331021,"49,738772","8,030395","140","112"
"317","","Nordex Energy GmbH","N131/3000","3000 ","",7137092,"50,320636","7,177943","114","131"
"318","","Nordex Energy GmbH","N131/3000","3000 ","",7137092,"50,317559","7,172695","114","131"
"319","","Nordex Energy GmbH","N131/3000","3000 ","",7137092,"50,316849","7,178481","114","131"
"320","","Nordex Energy GmbH","N131/3300","3300 ","",7137110,"50,305359","7,141769","164","131"
"321","","Nordex Energy GmbH","N131/3300","3300 ","",7137110,"50,299426","7,136473","134","131"
"322","E3123801V000000000000033790588672","GE Wind Energy GmbH","GE 2,5-120","2530 ","27.01.2014",7133083,"49,712513","7,718356","139","120"
"323","E3123801V000000000000050928017292","ENERCON GmbH","E-115","3000 ","29.05.2017",7333021,"49,68635","7,72495","135","115"
"324","E3123801V000000000000050928012243","ENERCON GmbH","E-115","3000 ","29.06.2017",7333021,"49,678824","7,722762","135","115"
"325","E3123801V000000000000050928012244","ENERCON GmbH","E-115","3000 ","12.05.2017",7333021,"49,690647","7,727999","135","115"
"326","E3123801W000000000005092531212242","ENERCON GmbH","E-115","3000 ","27.04.2017",7333021,"49,695923","7,733352","135","115"
"327","","ENERCON GmbH","E 82 2000kw","2000 ","20.07.2010",7232292,"49,383401","-4,496686","138.5","82"
"328","E31238010000000000000017469798730","Senvion Deutschland GmbH","3.2M114","3170 ","20.12.2014",7140101,"50,49343","7,495376","143","114"
"329","E3025401WEA00000000BUBENHEIM00009","GE Wind Energy GmbH","GE2.5 120","2530 ","23.07.2014",7333012,"49,625068","8,141915","139","120"
"330","E31238010000030212000001384101214","ENERCON GmbH","E-40"," 500","03.11.1998",7232327,"50,143029","6,408291","65","40"
"331","E31238010000030212000001384118673","ENERCON GmbH","E-40"," 500","03.11.1998",7232327,"50,143022","6,409794","65","40"
"332","E31238010000030212000001384118675","ENERCON GmbH","E-44"," 600","30.09.1999",7232327,"50,144199","6,414994","65","44"
"333","E31238010000030212000001384118676","GE Wind Energy GmbH","GE1.5sl","1500 ","02.08.2001",7232327,"50,140386","6,41058","100","77"
"334","E3025401WEA0004100033880000013861","Vestas Deutschland GmbH","V112-3.3MW","3300 ","26.09.2016",7340022,"49,300234","7,627288","140","112"
"335","E31238010000000000000052080300685","ENERCON GmbH","E-66/18.70-3","1800 ","11.06.2003",7232264,"50,095499","6,305912","98","70"
"336","E31238010000000000000052080300686","ENERCON GmbH","E-66/18.70-3","1800 ","07.11.2003",7232264,"50,089499","6,307146","98","70"
"337","E30254010000000000005230788501717","ENERCON GmbH","E66.70","1600 ","24.12.2003",7336087,"49,529003","7,600984","98","70"
"338","E31238010000000000000052080320622","ENERCON GmbH","E-66/18.70-3","1800 ","26.07.2004",7232201,"50,088297","6,299383","98","70"
"339","E31238010000000000000052080320626","ENERCON GmbH","E-66/18.70-3","1800 ","14.11.2003",7232201,"50,085704","6,300624","98","70"
"340","E31238010000000000000052080320627","ENERCON GmbH","E-66/18.70-3","1800 ","17.11.2003",7232201,"50,085501","6,295704","98","70"
