"","EEG.Anlagenschluessel","Hersteller.der.Windenergieanlage","Typenbezeichnung","Leistung","Inbetriebnahmedatum.der.Einheit","Gemeindeschluessel","Koordinate..Breitengrad..WGS84.","Koordinate..Laengengrad..WGS84.","Nabenhoehe.der.Windenergieanlage","Rotordurchmesser.der.Windenergieanlage"
"345","E31238010000030212000000704401224","ENERCON GmbH","E40","1000 ","01.12.1998",7232293,"50,093056","6,439111","68","40"
"346","E31238010000030212000000704401224","ENERCON GmbH","E40"," 500","01.12.1998",7232293,"50,095289","6,435972","65","40"
"347","E31238010000000000000031965879980","Vestas Deutschland GmbH","Vestas V 90","2000 ","13.06.2014",7140070,"50,061088","7,520611","125","90"
"348","E32954010200000000003616900611200","Nordex Energy GmbH","N 54 Mk3","1000 ","29.12.1998",7339067,"49,878705","8,232687","70","54"
"349","","Nordex Energy GmbH","N 43 Mk3"," 600","27.07.2000",7339067,"49,879894","8,231555","60","43"
"350","E30254010000000000005230787721589","ENERCON GmbH","E-40/5.40"," 500","22.11.2000",7335029,"49,55759","7,721143","63","40"
"351","","ENERCON GmbH","E-92","2350 ","22.03.2018",7140058,"50,052782","7,556014","138","92"
"352","","ENERCON GmbH","E-92","2350 ","29.03.2018",7140058,"50,051454","7,56058","138","92"
"353","E31238010000000000000075007472319","ENERCON GmbH","Enercon E-82","2300 ","21.03.2014",7235062,"49,563567","6,468267","138","82"
"354","E3123801W000000000003595481188136","ENERCON GmbH","E-115","3000 ","23.03.2017",7233232,"50,320052","6,458766","149","115"
"355","E3123801W000000000003595481188137","ENERCON GmbH","E-115","3000 ","28.02.2017",7233232,"50,317351","6,461523","149","115"
"356","E3123801W000000000003595481188138","ENERCON GmbH","E-115","3000 ","30.03.2017",7233232,"50,315906","6,467866","149","115"
"357","E3123801W000000000003595481188139","ENERCON GmbH","E-115","3000 ","08.02.2017",7233232,"50,320214","6,469899","149","115"
"358","E31238010000000000000052080320629","ENERCON GmbH","E-66/18.70","1800 ","29.07.2004",7232201,"50,083609","6,290965","114","70"
"359","E31238010000000000000014538613981","ENERCON GmbH","E-82E2/2.0MW","2000 ","11.02.2011",7232258,"50,078323","6,33148","138","82"
"360","E31238010000000000000039857811484","ENERCON GmbH","E-58/10.58","1000 ","23.11.2001",7232226,"50,21628","6,483001","73","58"
"361","E31238010000000000000039857811485","ENERCON GmbH","E-58/10.58","1000 ","11.03.2002",7232300,"50,213095","6,473026","73","58"
"362","E31238010000000000000039857820597","ENERCON GmbH","E-66/18.70-3","1800 ","08.03.2002",7232300,"50,210753","6,474545","98","70"
"363","E30254010000000000005230788004100","ENERCON GmbH","E66/18.70-2","1800 ","18.09.2001",7332027,"49,544255","8,120705","98","70"
"364","E3025401WEA0004100037370000016289","Vestas Deutschland GmbH","V112","3300 ","24.06.2019",7335202,"49,375023","7,51402","140","114"
"365","E3025401WEA0004100037250000015891","Vestas Deutschland GmbH","V136","3450 ","02.07.2019",7334028,"49,273042","8,362222","149","136"
"366","E31238010000000000000042679611481","ENERCON GmbH","E-40/6.44 E2"," 600","05.06.2002",7232258,"50,077478","6,330202","44","43.7"
"367","E31238010000000000000054522000390","ENERCON GmbH","E-66/18.70","1800 ","13.03.2004",7232128,"50,050387","6,322693","85","70"
"368","E3025401WEA0004100037370000016290","Vestas Deutschland GmbH","V112","3300 ","24.06.2019",7335202,"49,375497","7,524473","140","112"
"369","E3025401WEA0004100037370000016291","Vestas Deutschland GmbH","","3300 ","24.03.2020",7335202,"49,373582","7,518988","140","112"
"370","E3025401WEA0004100037370000016293","Vestas Deutschland GmbH","V112","3300 ","24.06.2019",7335011,"49,369841","7,519532","140","112"
"371","E32954010200000000003617500011215","ENERCON GmbH","E66/18.70-2","1800 ","19.09.2001",7331003,"49,757306","8,064478","65","70"
"372","","Vestas Deutschland GmbH","V126","3450 ","",7133501,"49,851284","7,596987","137","126"
"373","E31238010000000000000045704818820","Vestas Deutschland GmbH","V80","2000 ","12.02.2003",7231502,"49,834014","7,112609","100","80"
"374","E31238010000000000000045704818821","Vestas Deutschland GmbH","V80","2000 ","11.11.2002",7231502,"49,832603","7,115273","100","80"
"375","","Vestas Deutschland GmbH","V126","3450 ","",7133501,"49,849647","7,602946","137","126"
"376","","Vestas Deutschland GmbH","V126","3450 ","",7133501,"49,847682","7,607844","137","126"
"377","","Vestas Deutschland GmbH","V126","3450 ","",7133501,"49,845196","7,612018","137","126"
"378","E31238010000000000000074280431244","ENERCON GmbH","E-70 E4","2000 ","02.10.2006",7233214,"50,3461","6,41977","64","71"
"379","E3123801W000000000005180781177653","Vestas Deutschland GmbH","V 112","3450 ","11.06.2018",7232308,"50,196222","6,336681","140","112"
"380","","Vestas Deutschland GmbH","V126","3450 ","",7133501,"49,847228","7,595504","137","126"
"381","","Vestas Deutschland GmbH","V126","3450 ","",7133501,"49,84551","7,600701","137","126"
"382","E31238010000000000000041314206859","ENERCON GmbH","E-82E2/2.3MW","2350 ","03.02.2016",7233214,"50,339457","6,423745","138","82"
"383","E3123801W000000000005180781219776","GE Wind Energy GmbH","GE 2.75-120","2750 ","13.07.2017",7232292,"50,187655","6,338124","139","120"
"384","","Vestas Deutschland GmbH","V126","3450 ","",7133501,"49,841816","7,599472","137","126"
"385","E3123801V000000000000027838666397","Senvion Deutschland GmbH","3.4M104 DFIG","3370 ","21.12.2012",7333078,"49,725845","7,737166","128","104"
"386","E30254010000000000005230787201686","DeWind GmbH","D6 1000 kW","1000 ","22.08.2000",7333054,"49,729723","7,744057","68.5","62"
"387","E31238010000000000000013698603185","ENERCON GmbH","E-53"," 800","12.11.2010",7235068,"49,647157","6,663391","73","53"
"388","E3123801W000000000004242291178082","ENERCON GmbH","E-115","3000 ","25.03.2017",7233035,"50,328792","6,505922","149","115"
"389","E3123801W000000000004242291178083","ENERCON GmbH","E-115","3000 ","17.03.2017",7233035,"50,325069","6,50599","149","115"
"390","E3123801W000000000004242291178084","ENERCON GmbH","E-115","3000 ","26.04.2017",7233035,"50,319631","6,499447","149","115"
"391","E3123801W000000000004242291178085","ENERCON GmbH","E-115","3000 ","22.02.2017",7233035,"50,315067","6,492635","149","115"
"392","E32954010000000000003625400200002","Senvion Deutschland GmbH","3.2M114","3200 ","13.09.2013",7331046,"49,627286","8,154125","143","114"
"393","E32954010000000000003625400200003","Senvion Deutschland GmbH","3.2M114","3200 ","13.09.2013",7331046,"49,628387","8,166993","143","114"
"394","E31238010000000000000046572617024","ENERCON GmbH","E-58/10.58","1000 ","20.12.2002",7143253,"50,7047","7,9463","89","52.9"
"395","E32954010200000000003617500011215","ENERCON GmbH","E66/18.70-2","1800 ","13.09.2001",7331003,"49,758919","8,062414","65","70"
"396","E3123801V000000000000033790588673","GE Wind Energy GmbH","GE 2,5-120","2530 ","15.02.2014",7133083,"49,719444","7,704722","139","120"
"397","","GE Wind Energy GmbH","GE 2,5-120","2530 ","29.12.2013",7133083,"49,718056","7,709722","139","120"
"398","E3123801V000000000000033790988976","GE Wind Energy GmbH","GE 2,5-120","2530 ","28.02.2014",7133083,"49,718056","7,696667","139","120"
"399","E3123801V000000000000033790989275","GE Wind Energy GmbH","GE 2,5-120","2530 ","08.03.2014",7133083,"49,721124","7,688356","139","120"
"400","E32954010000000000003625400100001","Senvion Deutschland GmbH","3.2M114","3200 ","13.09.2013",7331046,"49,6243","8,155215","143","114"
"401","E3123801V000000000000033790989274","GE Wind Energy GmbH","GE 2,5-120","2530 ","09.03.2014",7133083,"49,721402","7,696134","139","120"
"402","E3123801V000000000000033790988668","GE Wind Energy GmbH","GE 2,5-120","2530 ","12.02.2014",7133083,"49,715846","7,718356","139","120"
"403","","Sonstige","EOLO 3000"," ","",7331047,"","","",""
"404","","GE Wind Energy GmbH","GE 2,5-120","2530 ","20.12.2013",7133083,"49,721111","7,721389","139","120"
"405","E3123801V000000000000033790488660","GE Wind Energy GmbH","GE 2,5-120","2530 ","20.12.2013",7133083,"49,72168","7,70919","139","120"
"406","E31238010000000000000015877515598","ENERCON GmbH","E101","3050 ","07.04.2014",7232258,"50,074867","6,331567","135","110"
"407","E3123801V000000000000033790488662","GE Wind Energy GmbH","GE 2,5-120","2530 ","14.12.2013",7133083,"49,71779","7,718912","139","120"
"408","E3123801V000000000000033790489272","GE Wind Energy GmbH","GE 2,5-120","2530 ","08.03.2014",7133083,"49,726944","7,703056","139","120"
"409","E3123801V000000000000033790489273","GE Wind Energy GmbH","GE 2,5-120","2530 ","28.02.2014",7133083,"49,723891","7,703889","139","120"
"410","","GE Wind Energy GmbH","GE 2,5-120","2530 ","29.01.2014",7133083,"49,722222","7,709167","139","120"
"411","","Senvion Deutschland GmbH","3.2M114","3200 ","13.09.2013",7331046,"49,624774","8,162321","143","112"
"412","E3123801V000000000000033790688666","GE Wind Energy GmbH","GE 2,5-120","2530 ","11.12.2013",7333054,"49,727512","7,744745","139","120"
"413","E3025401WEA100BUBENHEIM0003530582","GE Wind Energy GmbH","GE 2.5-120","2750 ","06.02.2015",7333012,"49,620999","8,130567","139","120"
"414","E3025401WEA0004100051950000017424","Vestas Deutschland GmbH","V136","3450 ","30.12.2019",7336003,"49,557597","7,488286","149","136"
"415","E3025401WEA0004100051940000017422","Vestas Deutschland GmbH","V126","3450 ","30.12.2019",7336022,"49,57159","7,48524","149","126"
"416","E3025401WEA300BUBENHEIM0003530502","GE Wind Energy GmbH","GE 2.5-120","2750 ","20.02.2015",7333012,"49,626581","8,1361","139","120"
"417","E31238010000000000000042663209086","Südwind Borsig Energy GmbH","MD-70","1500 ","14.06.2002",7233030,"50,239936","6,769625","85","77"
"418","E3123801W000000000005263711190971","Vestas Deutschland GmbH","Vestas V112 3,3 MW","3300 ","27.07.2017",7231202,"49,782954","6,930907","140","112"
"419","E3123801W000000000005263711190975","Vestas Deutschland GmbH","Vestas V112 3,3 MW","3300 ","30.07.2017",7231203,"49,779759","6,932377","140","112"
"420","E3123801W000000000005263711190976","Vestas Deutschland GmbH","Vestas V112 3,3 MW","3300 ","30.08.2017",7231202,"49,766534","6,924704","140","112"
"421","E3123801W000000000005263711190972","Vestas Deutschland GmbH","Vestas V112 3,3 MW","3300 ","30.08.2017",7231115,"49,766419","6,934375","140","112"
"422","E31238010000000000000038233790237","ENERCON GmbH","E-82 E2","2300 ","05.12.2014",7232077,"49,881276","6,519976","138.38","82"
"423","E31238010000000000000031144807471","ENERCON GmbH","E-92","2350 ","11.08.2015",7140002,"50,004264","7,575526","138.38","92"
"424","E31238010000000000000031144807475","ENERCON GmbH","E-92","2350 ","24.08.2015",7140002,"50,004129","7,571149","138.38","92"
"425","E31238010000000000000031144807476","ENERCON GmbH","E-92","2350 ","27.08.2015",7140002,"50,006713","7,577213","138.38","92"
"426","E31238010000000000000031144807477","ENERCON GmbH","E-92","2350 ","12.10.2015",7140002,"49,992947","7,57974","138.38","92"
"427","E31238010000000000000047990201327","ENERCON GmbH","E-66/18.70-2","1800 ","19.03.2003",7232201,"50,101575","6,296611","86","70"
"428","E3025401WEA0004100037250000015892","Vestas Deutschland GmbH","V136","3450 ","27.06.2019",7334028,"49,277615","8,36116","149","136"
"429","E3025401WEA0004100037250000015893","Vestas Deutschland GmbH","V136","3450 ","24.06.2019",7334028,"49,27587","8,351421","149","136"
"430","E31238010000000000000017848969787","Senvion Deutschland GmbH","3.4M 104","3370 ","14.02.2013",7140144,"50,030767","7,584268","128","104"
"431","E3123801V000000000000021528569943","Senvion Deutschland GmbH","3.4M 104","3370 ","27.02.2013",7140144,"50,031404","7,590056","128","104"
"432","E3123801V000000000000021528569944","Senvion Deutschland GmbH","3.4M 104","3370 ","29.12.2012",7140144,"50,028786","7,5921","128","104"
"433","E3123801V000000000000021528569946","Senvion Deutschland GmbH","3.4M 104","3370 ","08.03.2013",7140144,"50,031757","7,59694","128","104"
"434","E3123801V000000000000021528569945","Senvion Deutschland GmbH","3.4M 104","3370 ","14.12.2012",7140144,"50,027814","7,577293","128","104"
"435","E31238010000000000000016991762752","Senvion Deutschland GmbH","3.4M128-104","3370 ","08.11.2011",7140144,"50,034228","7,503221","128","104"
"436","E31238010000000000000016991762748","Senvion Deutschland GmbH","3.4M128-104","3370 ","10.11.2011",7140144,"50,033013","7,508018","128","104"
"437","E31238010000000000000016991762749","Senvion Deutschland GmbH","3.4M128-104","3370 ","27.10.2011",7140144,"50,038665","7,512687","128","104"
"438","E31238010000000000000016991762750","Senvion Deutschland GmbH","3.4M128-104","3370 ","25.10.2011",7140144,"50,042025","7,51384","128","104"
"439","E31238010000000000000016991762751","Senvion Deutschland GmbH","3.4M128-104","3370 ","01.11.2011",7140144,"50,041524","7,521841","128","104"
"440","E31238010000000000000016991762747","Senvion Deutschland GmbH","3.4M128-104","3370 ","12.10.2011",7140144,"50,039265","7,524465","128","104"
"441","E32954010000000000003615925000001","ENERCON GmbH","E-53"," 800","30.12.2015",7339021,"49,911765","7,951871","73","53"
"442","E32954010000000000003615925000002","ENERCON GmbH","E-53"," 800","24.12.2015",7339021,"49,907339","7,950867","73","53"
"443","E32954010000000000003615925000003","ENERCON GmbH","E-53"," 800","24.12.2015",7339021,"49,909182","7,946774","73","53"
"444","E4183201RS50419162000084428000001","ENERCON GmbH","E-101","3050 ","15.10.2013",7331003,"49,729713","8,15575","135.4","101"
"445","E32954010000000000003613500500001","ENERCON GmbH","E-101","3050 ","29.09.2013",7339028,"49,777756","8,307269","135","101"
"446","E32954010000000000003613500500002","ENERCON GmbH","E-101","3050 ","16.10.2013",7339028,"49,774558","8,307561","135","101"
"447","E32954010000000000003613500500003","ENERCON GmbH","E-101","3050 ","21.11.2013",7339028,"49,773458","8,302139","135","101"
"448","E32954010000000000003613500500004","ENERCON GmbH","E-101","3050 ","29.11.2013",7339028,"49,778575","8,300969","135","101"
"449","E31238010000000000000031144895998","ENERCON GmbH","E-92","2350 ","07.10.2014",7140100,"49,97783","7,460806","138.8","92"
"450","E31238010000000000000031144896000","ENERCON GmbH","E-92","2350 ","27.08.2014",7140100,"49,983707","7,455666","138","92"
"451","E31238010000000000000031144896001","ENERCON GmbH","E-92","2350 ","04.09.2014",7140100,"49,981177","7,462931","138","92"
"452","E31238010000000000000033032053555","Nordex Energy GmbH","","2400 ","19.12.2014",7140503,"50,119929","7,314095","141","117"
"453","E31238010000000000000033032084131","Nordex Energy GmbH","","2400 ","19.12.2014",7140503,"50,119929","7,314095","141","117"
"454","E31238010000000000000033032084132","","","2400 ","27.11.2014",7140503,"50,115544","7,321788","141","117"
"455","","Nordex Energy GmbH","","2400 ","11.11.2014",7140503,"50,113969","7,32611","141","117"
"456","E31238010000000000000033032084134","Nordex Energy GmbH","N117/2400","2400 ","29.12.2014",7140503,"50,110413","7,319674","141","117"
"457","E31238010000000000000033032084135","Nordex Energy GmbH","N117/2400","2400 ","23.01.2015",7140503,"50,108974","7,324647","141","117"
"458","E31238010000000000000033032084136","","","2400 ","05.11.2014",7140503,"50,109348","7,331292","141","117"
"459","E31238010000000000000033032084137","Nordex Energy GmbH","","2400 ","22.01.2015",7140503,"50,10279","7,324933","141","117"
"460","E3123801W000000000004939660117927","ENERCON GmbH","E-101","3050 ","31.03.2017",7232262,"50,142","6,402","149","101"
"461","E3123801W000000000003114481216530","ENERCON GmbH","E-82 E2 TES","2300 ","08.11.2016",7140154,"49,981083","7,431074","138","82"
"462","E3123801W000000000003114481216531","ENERCON GmbH","E-115","3000 ","04.01.2017",7140049,"49,981816","7,422137","135","115"
"463","E3025401WEA0004100035420000014294","GE Wind Energy GmbH","GE 2.75-120","2780 ","25.01.2017",7332029,"49,619108","8,149617","139","120"
"464","E3025401WEA0004100035420000014295","GE Wind Energy GmbH","GE 2.75-120","2780 ","27.01.2017",7332029,"49,621477","8,156454","139","120"
"465","E31238010000000000000032111456373","ENERCON GmbH","Enercon E 82  2,3 MW","2300 ","15.08.2014",7135042,"50,213285","7,173052","138.38","82"
"466","","ENERCON GmbH","Enercon E 53"," 800","12.06.2014",7140062,"50,016615","7,37525","73","53"
"467","E30254010WEA2GOLLWALD00FLUR475902","GE Wind Energy GmbH","GE 2.5-120","2750 ","04.09.2014",7333026,"49,571299","7,982149","139","120"
"468","E32954010000000000003615001015600","Kenersys Europe GmbH","K-100-2.5","2500 ","19.01.2012",7333083,"49,753703","7,868596","135","100"
"469","E30254010WEA2GOLLWALD00FLUR475903","GE Wind Energy GmbH","GE 2.5-120","2750 ","11.09.2014",7333026,"49,573993","7,97977","139","120"
"470","E30254010WEA2GOLLWALD00FLUR476304","GE Wind Energy GmbH","GE 2.5-120","2750 ","08.09.2014",7333026,"49,576934","7,976805","139","120"
"471","E30254010WEA2GOLLWALD00FLUR476305","GE Wind Energy GmbH","GE 2.5-120","2750 ","20.09.2014",7333026,"49,578424","7,972446","139","120"
"472","E3123801V000000000000027838566396","Senvion Deutschland GmbH","RE3.4M104","3370 ","30.12.2012",7333078,"49,7202","7,727777","128","104"
"473","E3123801V000000000000027838466394","Senvion Deutschland GmbH","RE3.4M104","3370 ","17.01.2013",7333078,"49,71652","7,724155","128","104"
"474","E30254010WEA2GOLLWALD00FLUR474306","GE Wind Energy GmbH","GE 2.5-120","2750 ","20.09.2014",7333026,"49,571669","7,988501","139","120"
"475","E31238010000000000000021070193150","ENERCON GmbH","E-101","3050 ","09.05.2014",7133023,"49,999055","7,736063","135.4","101"
"476","E3025401WEA0005000060110000004636","ENERCON GmbH","E-101","3050 ","15.05.2012",7336069,"49,65111","7,70785","135.4","101"
"477","E3025401WEA0004100037210000015494","ENERCON GmbH","E-115","3000 ","26.09.2018",7336003,"49,554773","7,431559","149","116"
"478","E3123801W000000000005515501221223","ENERCON GmbH","E-115","3000 ","27.03.2018",7231087,"49,832835","7,025361","149","115"
"479","E3123801W000000000005515501204559","ENERCON GmbH","E-115","3000 ","11.05.2018",7231087,"49,827564","7,020625","149","115"
"480","E3123801W000000000005515501221220","ENERCON GmbH","E-115","3000 ","15.06.2018",7231087,"49,827456","7,014317","149","115"
"481","E3123801W000000000005515501221218","ENERCON GmbH","E-115","3000 ","11.06.2018",7231087,"49,823871","7,008276","149","115"
"482","E3123801W000000000005515501221217","ENERCON GmbH","E-115","3000 ","23.05.2018",7231133,"49,841028","7,011062","149","115"
"483","E3123801W000000000005515501221216","ENERCON GmbH","E-115","3000 ","18.05.2018",7231012,"49,84106","7,026111","149","115"
"484","E3123801W000000000005515501221224","ENERCON GmbH","E-115","3000 ","06.06.2018",7231133,"49,837921","7,018756","149","115"
"485","E3123801W000000000005515501221221","ENERCON GmbH","E-115","3000 ","26.06.2018",7231133,"49,832402","7,012167","149","115"
"486","E3123801W000000000005515501221222","ENERCON GmbH","E-115","3000 ","26.06.2018",7231133,"49,833779","7,017451","149","115"
"487","E3123801W000000000005515501221225","ENERCON GmbH","E-115","3000 ","18.05.2018",7231133,"49,835867","7,023819","149","115"
"488","E32954010200000000003616500511201","Nordex Energy GmbH","N43-MK2"," 600","01.03.1999",7331031,"49,739594","8,195661","77.5","43"
"489","E31238010000000000000013698603179","ENERCON GmbH","E-53"," 800","24.11.2010",7235068,"49,648067","6,665281","73","53"
"490","E30254010WEA2OBERNDORF0FLUR306006","GE Wind Energy GmbH","GE 2.5-120","2750 ","05.09.2014",7333055,"49,703675","7,824258","",""
"491","E31238010000000000000013698603184","ENERCON GmbH","E-53"," 800","12.11.2010",7235068,"49,649386","6,665775","73","53"
"492","E3025401WEA0005000060630000004685","Senvion Deutschland GmbH","3.4XM104","3370 ","22.03.2012",7333079,"49,653978","7,710362","128","104"
"493","E3025401WEA0005000060630000004686","Senvion Deutschland GmbH","3.4XM104","3370 ","22.03.2012",7333079,"49,656595","7,703714","128","104"
"494","E31238010000000000000021070177809","ENERCON GmbH","E-101","3050 ","09.05.2014",7133023,"49,99803","7,741864","135.4","101"
"495","","ENERCON GmbH","E-48"," 800","15.03.2006",7331031,"49,741305","8,203427","76","48"
"496","E30254010000000000005231606303528","Vestas Deutschland GmbH","V-80-2.0","2000 ","14.02.2003",7335501,"49,520949","7,530289","100","80"
"497","E32954010200000000003621700111220","GE Wind Energy GmbH","GE-70-1,5","1500 ","11.12.2002",7331024,"49,681313","8,133866","65","70"
"498","E3123801W000000000004697680090121","ENERCON GmbH","E-82","2300 ","28.07.2017",7232217,"50,130806","6,402346","138.38","82"
"499","E3123801W000000000004697680090137","ENERCON GmbH","E-82","2300 ","30.08.2017",7232217,"50,13152","6,406115","138.38","82"
"500","E31238010000000000000042338300055","","","1250 ","22.05.2002",7232069,"49,899722","6,298611","",""
"501","E31238010000000000000011686110338","ENERCON GmbH","E 53"," 800","17.08.2010",7135028,"55,6739","25,845","73","53"
"502","E3025401WEA0005000068450000005344","Vestas Deutschland GmbH","V-90","2000 ","29.12.2011",7133045,"49,77204","7,85193","105","90"
"503","E31238010000010170000001432601324","Nordex SE","N60","1300 ","16.12.1999",7235106,"49,65576","6,671539","69","60"
"504","E31238010000010170000001432611721","Nordex SE","N60","1300 ","16.12.1999",7235106,"49,653406","6,672594","69","60"
"505","E31238010000010170000001432618384","Nordex SE","S70","1500 ","07.02.2002",7235072,"49,653695","6,682487","65","70"
"506","E31238010000010170000001432618841","Nordex SE","N60","1300 ","15.12.1999",7235072,"49,65038","6,67598","69","60"
"507","E31238010000010170000001432618842","Nordex SE","N60","1300 ","15.12.1999",7235072,"49,648878","6,679142","69","60"
"508","E3123801W000000000004242291204109","ENERCON GmbH","E115","3000 ","30.03.2017",7233035,"50,311289","6,492229","149","115"
"509","E31280100000000340000005623701516","ENERCON GmbH","E-40"," 500","20.12.1996",7134062,"49,698357","7,249995","50","40"
"510","E31238010000010170000001432618843","Nordex SE","N62","1300 ","15.07.2000",7235072,"49,646353","6,68019","69","62"
"511","E31238010000000000000027717691254","ENERCON GmbH","E-82 E2","2300 ","25.09.2013",7235068,"49,648947","6,662443","138","82"
"512","E3123801W000000000002771761215599","ENERCON GmbH","E-82 E2","2300 ","23.11.2016",7235068,"49,649581","6,65908","138","82"
"513","E3123801W000000000002771761226679","ENERCON GmbH","E-82 E2","2300 ","29.03.2018",7235068,"49,647389","6,658705","138","82"
"514","E31238010000000000000027717626067","ENERCON GmbH","E-82 E2","2300 ","04.02.2013",7235072,"49,651606","6,678841","138","82"
"515","E3123801W000000000001404481242491","ENERCON GmbH","E-82","2300 ","26.07.2019",7140010,"50,113422","13,449273","98","82"
"516","E31238010000000000000042634490879","Vestas Deutschland GmbH","V126","3300 ","13.06.2016",7133009,"49,435174","7,351712","137","126"
"517","E31238010000000000000042634490878","Vestas Deutschland GmbH","V126","3300 ","15.06.2016",7133009,"49,435271","7,345533","137","126"
"518","E3025401WEA0004100033920000015710","Vestas Deutschland GmbH","V112","3450 ","20.09.2018",7340016,"49,305055","7,6514","140","112"
"519","E3025401WEA0005000068450000005343","Vestas Deutschland GmbH","V-90","2000 ","12.01.2012",7133045,"49,771022","7,855421","105","90"
"520","E3025401WEA0005000068450000005345","Vestas Deutschland GmbH","V-90","2000 ","18.01.2012",7133045,"49,765048","7,851277","105","90"
"521","E31495010000000000060208034400000","AN-Maschinenbau- und Umweltschutzanlagen GmbH","Bonus 1300","1300 ","19.09.2001",7141010,"50,256844","8,016799","59","62"
"522","E3123801W000000000003119321006081","Vestas Deutschland GmbH","V 126","3300 ","29.08.2016",7140095,"50,022152","7,445345","149","126"
"523","E3123801W000000000003163651173390","Nordex Energy GmbH","N-117","2400 ","22.04.2017",7135038,"55,64963","3,68882","140.6","116.8"
"524","E32954010000000000003615100500001","ENERCON GmbH","E-92","2350 ","08.06.2016",7339060,"49,826203","8,204783","138","92"
"525","E32954010000000000003615100500002","ENERCON GmbH","E-92","2350 ","13.06.2016",7339060,"49,825683","8,208922","138","92"
"526","E32954010000000000003615100500003","ENERCON GmbH","E-92","2350 ","21.06.2016",7339060,"49,822604","8,209639","138","92"
"527","E3123801W000000000005364851231100","ENERCON GmbH","E-115 TES","3000 ","25.06.2018",7231133,"49,8468","6,97456","149","115.72"
"528","E3123801W000000000005364851231098","ENERCON GmbH","E-115 TES","3000 ","05.06.2018",7231133,"49,846782","7,005707","149","115.72"
"529","E3123801W000000000005364851231106","ENERCON GmbH","E-115 TES","3000 ","15.06.2018",7231133,"49,846313","7,015019","149","115.72"
"530","E3123801W000000000005364851231102","ENERCON GmbH","E-115 TES","3000 ","16.06.2018",7231133,"49,844554","6,979857","149","115.72"
"531","E3123801W000000000005364851231104","ENERCON GmbH","E-115 TES","3000 ","11.06.2018",7231133,"49,841212","6,971901","149","115.72"
"532","E3123801W000000000005364851231093","ENERCON GmbH","E-115 TES","3000 ","28.03.2018",7231133,"49,851796","6,980988","149","115.72"
"533","E3123801W000000000005364851006162","ENERCON GmbH","E-115 TES","3000 ","28.03.2018",7231133,"49,851837","6,988985","149","115.72"
"534","E3123801W000000000005364851231095","ENERCON GmbH","E-115 TES","3000 ","18.05.2018",7231133,"49,848496","6,982558","149","115.72"
"535","E3123801W000000000005364851231096","ENERCON GmbH","E-115 TES","3000 ","30.05.2018",7231133,"49,847475","6,988026","149","115.72"
"536","E3123801W000000000005364851231097","ENERCON GmbH","E-115 TES","3000 ","30.05.2018",7231133,"49,849864","7,002868","149","115.72"
"537","E3123801W000000000005364851231101","ENERCON GmbH","E-115 TES","3000 ","28.06.2018",7231133,"49,850777","7,009939","149","115.72"
"538","E3123801W000000000005364851231099","ENERCON GmbH","E-115 TES","3000 ","27.06.2018",7231133,"49,842398","7,017516","149","115.72"
"539","E32954010200000000003616500511201","Nordex Energy GmbH","N43"," 600","19.05.1999",7331011,"49,741326","8,207044","77.5","43"
"540","E32954010200000000003615000111214","Nordex Energy GmbH","N43"," 600","22.07.1999",7133032,"49,759457","7,874083","77.5","43"
"541","E3025401WEA0004100037310000016004","Vestas Deutschland GmbH","V112","3450 ","05.12.2018",7340055,"49,355858","7,601205","140","112"
"542","E3025401WEA0004100037310000016005","Vestas Deutschland GmbH","V112","3450 ","22.11.2018",7340055,"49,350085","7,620839","140","112"
"543","E31238010000000000000000251307557","ENERCON GmbH","E-92","2350 ","30.09.2017",7134042,"49,602232","7,219564","138","92"
"544","E31238010000000000000000251370106","ENERCON GmbH","E-82 E2","2300 ","30.07.2014",7134042,"49,597276","7,217835","138","82"
"545","E3025401WEA0004100061280000018267","Vestas Deutschland GmbH","V 117 3,45 MW","3450 ","30.09.2020",7336090,"49,585505","7,647888","141.5","117"
"546","E3025401WEA0004100061280000018268","Vestas Deutschland GmbH","V117 3,45 MW","3450 ","02.10.2020",7336090,"49,587196","7,639443","141.5","117"
"547","E31102010000000000002001763800002","ENERCON GmbH","E 53"," 800","22.12.2011",7143203,"50,529604","7,872282","73","53"
"548","E31238010000000000000001256257990","ENERCON GmbH","E-82 E2","2300 ","06.06.2013",7140076,"50,015933","7,51622","138","82"
"549","E31238010000000000000019878142980","ENERCON GmbH","E-82 E2","2300 ","15.06.2012",7140076,"50,008818","7,518281","138","82"
"550","E31238010000000000000019878157993","ENERCON GmbH","E-82 E2","2300 ","22.06.2012",7140076,"50,005964","7,518048","138","82"
"551","E31238010000000000000019878140150","ENERCON GmbH","E-82 E2","2300 ","28.06.2012",7140076,"50,011465","7,517823","138","82"
"552","E31238010000000000000019878140149","ENERCON GmbH","E-82 E2","2300 ","13.07.2012",7140076,"50,014941","7,516725","138","82"
"553","E31238010000000000000019878140148","ENERCON GmbH","E-83 E2","2300 ","03.08.2012",7140076,"50,013854","7,511189","138","82"
"554","E32954010000000000001603603000001","Nordex Energy GmbH","N117/2400","2400 ","09.06.2016",7338015,"49,589912","8,303337","141","116.8"
"555","","ENERCON GmbH","E-101","3050 ","29.05.2013",7140010,"50,098814","7,50474","135","101"
"556","","ENERCON GmbH","E-101","3050 ","21.06.2013",7140010,"50,099142","7,494592","135","101"
