"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2","d"
"144",144,"E3025401WEA000000000HUNGERBERG006","3075","27.12.2013",7333022,49.65165,8.04569,140,112,733304022,67294,"Gauersheim",3075,"2013-12-27",6542120,429,6542,184041,0.184,35.547,4
"145",145,"E3025401WEA000000000HUNGERBERG007","3075","10.12.2013",7333022,49.648654,8.048865,140,112,733304022,67294,"Gauersheim",3075,"2013-12-10",6542120,514,6542,264196,0.264,24.762,5
"146",146,"E3025401WEA000000000HUNGERBERG008","3075","13.2.2014",7333022,49.656694,8.053087,140,112,733304022,67294,"Gauersheim",3075,"2014-02-13",6542109,481,6542,231361,0.231,28.277,4
"147",147,"E3025401WEA000000000HUNGERBERG009","3075","29.12.2013",7333022,49.652515,8.053542,140,112,733304022,67294,"Gauersheim",3075,"2013-12-29",6542119,475,6542,225625,0.226,28.996,4
"148",148,"E3025401WEA000000000HUNGERBERG010","3075","10.12.2013",7333022,49.650669,8.057692,140,112,733304022,67294,"Gauersheim",3075,"2013-12-10",6542120,475,6542,225625,0.226,28.996,4
"149",149,"E3025401WEA000000000HUNGERBERG011","3300","28.11.2015",7333001,49.646794,8.053501,137,126,733303001,67308,"Albisheim",3300,"2015-11-14",7631998,514,7632,264196,0.264,28.888,4
"150",150,"E3025401WEA000000000HUNGERBERG012","3075","18.11.2013",7333001,49.648599,8.061971,140,112,733303001,67308,"Albisheim",3075,"2013-11-18",6542120,504,6542,254016,0.254,25.755,4
"151",151,"E3025401WEA000000000HUNGERBERG013","3075","3.12.2013",7333001,49.647921,8.068149,140,112,733303001,67308,"Albisheim (Pfrimm)",3075,"2013-12-03",6542120,591,6542,349281,0.349,18.73,5
"152",152,"E3025401WEA000000000LINDEN8288102","2400","9.12.2013",7335023,49.343409,7.630362,91,117,733511023,66851,"Linden",2400,"2013-12-09",5889459,504,5889,254016,0.254,23.185,4
"153",153,"E3025401WEA000000000LINDEN8288201","2400","18.12.2013",7335023,49.345461,7.626117,91,117,733511023,66851,"Linden",2400,"2013-12-18",5889454,504,5889,254016,0.254,23.185,4
"154",154,"E3025401WEA00000000BUBENHEIM00009","2530","23.7.2014",7333012,49.625068,8.141915,139,120,733303012,67308,"Bubenheim",2530,"2014-07-23",6367134,470,6367,220900,0.221,28.824,4
"155",155,"E3025401WEA00000000BUBENHEIM00011","2530","23.7.2014",7333012,49.619405,8.136297,139,120,733303012,67308,"Bubenheim",2530,"2014-07-23",6367130,589,6367,346921,0.347,18.353,5
"156",156,"E3025401WEA00000000KINDENHEIM0001","3050","28.7.2014",7332029,49.618512,8.142888,1354,101,733207029,67271,"Kindenheim",3050,"2014-07-28",6524247,389,6524,151321,0.151,43.115,4
"157",157,"E3025401WEA00000000KINDENHEIM0002","3050","12.9.2014",7332029,49.609493,8.134835,1354,101,733207029,67271,"Kindenheim",3050,"2014-09-12",6524243,438,6524,191844,0.192,34.008,4
"158",158,"E3025401WEA000000GALGENBERT010001","3050","15.12.2014",7336087,49.532692,7.59481,149,101,733608087,67753,"Rothselberg",3050,"2014-12-15",7493167,503,7493,253009,0.253,29.616,5
"159",159,"E3025401WEA000000GALGENBERT010002","3050","23.12.2014",7336087,49.532144,7.60005,149,101,733608087,67753,"Rothselberg",3050,"2014-12-23",7493167,466,7493,217156,0.217,34.506,5
"160",160,"E3025401WEA000000GALGENBERT010003","3050","30.12.2014",7336087,49.525607,7.601038,149,101,733608087,67753,"Rothselberg",3050,"2014-12-30",7493167,495,7493,245025,0.245,30.581,5
"161",161,"E3025401WEA000000GALGENBERT010005","3050","25.6.2015",7336053,49.535218,7.608822,149,101,733608105,67752,"Wolfstein",3050,"2015-06-25",7493167,478,7493,228484,0.228,32.795,5
"162",162,"E3025401WEA000000GALGENBERT010006","3050","21.5.2015",7336087,49.530465,7.610062,149,101,733608105,67752,"Wolfstein",3050,"2015-05-21",7493167,702,7493,492804,0.493,15.205,7
"163",163,"E3025401WEA000000GALGENBERT010007","3050","28.7.2015",7336053,49.538499,7.608618,149,101,733608105,67752,"Wolfstein",3050,"2015-07-28",7493167,447,7493,199809,0.2,37.502,4
"164",164,"E3025401WEA000000GALGENBERT010008","3050","4.8.2015",7336087,49.541501,7.607648,149,101,733608105,67752,"Wolfstein",3050,"2015-08-04",7493168,447,7493,199809,0.2,37.502,4
"165",165,"E3025401WEA000000UWOFFENBACH37501","2530","3.9.2014",7337061,49.175251,8.198576,139,120,733707061,76877,"Offenbach",2530,"2014-09-03",6057058,591,6057,349281,0.349,17.342,5
"166",166,"E3025401WEA000000UWOFFENBACH37502","2530","19.8.2014",7337061,49.175055,8.192418,139,120,733707061,76877,"Offenbach",2530,"2014-08-19",6057058,591,6057,349281,0.349,17.342,5
"167",167,"E3025401WEA000000UWOFFENBACH37503","2530","3.9.2014",7337061,49.17074,8.19419,139,120,733707061,76877,"Offenbach",2530,"2014-09-03",6057058,654,6057,427716,0.428,14.161,5
"168",168,"E3025401WEA000000UWOFFENBACH37504","2530","3.9.2014",7337061,49.17717,8.206942,139,120,733707061,76877,"Offenbach",2530,"2014-09-02",6057058,539,6057,290521,0.291,20.849,4
"169",169,"E3025401WEA000000UWOFFENBACH37505","2530","14.8.2014",7337061,49.174152,8.210159,139,120,733707061,76877,"Offenbach",2530,"2014-08-14",6057058,480,6057,230400,0.23,26.289,4
"170",170,"E3025401WEA000000UWOFFENBACH37506","2530","27.8.2014",7337061,49.171299,8.212633,139,120,733707061,76877,"Offenbach",2530,"2014-08-27",6057057,480,6057,230400,0.23,26.289,4
"171",171,"E3025401WEA0004100033530000013176","3075","12.6.2015",7333026,49.613604,8.122085,140,112,733302038,67304,"Kerzenheim",3075,"2015-06-12",6204808,558,6205,311364,0.311,19.928,5
"172",172,"E3025401WEA0004100033530000013177","3075","17.6.2015",7333026,49.617282,8.12674,140,112,733302038,67304,"Kerzenheim",3075,"2015-06-17",6204808,387,6205,149769,0.15,41.429,3
"173",173,"E3025401WEA0004100033530000014006","3300","26.8.2016",7333006,49.609684,8.124689,140,112,733302038,67304,"Kerzenheim",3300,"2016-08-26",6382867,621,6383,385641,0.386,16.551,6
"174",174,"E3025401WEA0004100033550000013217","3300","2.9.2015",7333038,49.584482,8.078446,137,126,733302038,67304,"Kerzenheim",3300,"2015-09-02",8315479,469,8315,219961,0.22,37.804,4
"175",175,"E3025401WEA0004100033550000013218","3300","9.9.2015",7333038,49.580551,8.081869,137,126,733302038,67304,"Kerzenheim",3300,"2015-09-09",8315473,657,8315,431649,0.432,19.264,5
"176",176,"E3025401WEA0004100033660000013421","2780","19.12.2015",7333012,49.6295,8.1452,139,120,733303012,67308,"Bubenheim",2780,"2015-12-19",6482586,516,6483,266256,0.266,24.347,4
"177",177,"E3025401WEA0004100033660000013422","2780","22.12.2015",7333012,49.63294,8.14657,139,120,733303012,67308,"Bubenheim",2780,"2015-12-22",6482583,516,6483,266256,0.266,24.347,4
"178",178,"E3025401WEA0004100033710000013499","3075","3.12.2015",7333076,49.680895,8.106957,140,112,733304076,67294,"Stetten",3075,"2015-11-25",6715217,533,6715,284089,0.284,23.638,5
"179",179,"E3025401WEA0004100033770000013556","2000","25.12.2015",7336055,49.49355,7.360808,105,90,733610055,66869,"Kusel",2000,"2015-12-25",3992794,362,3993,131044,0.131,30.469,4
"180",180,"E3025401WEA0004100033800000013569","2780","11.1.2016",7333004,49.704381,7.838146,139,120,733307004,67808,"Bayerfeld-Steckweiler",2780,"2016-01-11",7235091,465,7235,216225,0.216,33.461,4
"181",181,"E3025401WEA0004100033880000013861","3300","26.9.2016",7340022,49.300234,7.627288,140,112,734006022,66989,"Höheinöd",3300,"2016-09-26",6550331,676,6550,456976,0.457,14.334,6
"182",182,"E3025401WEA0004100033900000013982","2500","29.9.2016",7340018,49.349619,7.555462,140,112,734009055,66919,"Weselberg",2500,"2016-09-29",7204579,3732,7205,13927824,13.928,0.517,33
"183",183,"E3025401WEA0004100033920000014067","3300","29.9.2016",7340016,49.309454,7.64019,140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",6832639,566,6833,320356,0.32,21.328,5
"184",184,"E3025401WEA0004100033920000014068","3300","29.9.2016",7340016,49.306378,7.643787,140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",6832639,566,6833,320356,0.32,21.328,5
"185",185,"E3025401WEA0004100033920000014069","3300","29.9.2016",7340016,49.299569,7.648181,140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",6832639,859,6833,737881,0.738,9.26,8
"186",186,"E3025401WEA0004100033920000014584","3300","20.6.2017",7340016,49.319947,7.609013,140,112,NA,NA,NA,NA,NA,NA,644,NA,414736,0.415,NA,6
"187",187,"E3025401WEA0004100033920000015710","3450","20.9.2018",7340016,49.305055,7.6514,140,112,NA,NA,NA,NA,NA,NA,753,NA,567009,0.567,NA,7
"188",188,"E3025401WEA0004100033940000014136","3300","28.12.2016",7340017,49.245321,7.584188,137,126,734004007,66978,"Donsieders",3300,"2016-12-28",7856404,534,7856,285156,0.285,27.551,4
"189",189,"E3025401WEA0004100033940000014137","3300","22.12.2016",7317000,49.24218,7.587025,137,123,734004007,66978,"Donsieders",3300,"2016-12-22",7856404,534,7856,285156,0.285,27.551,4
"190",190,"E3025401WEA0004100033940000014138","3300","15.12.2016",7317000,49.245112,7.594348,137,126,734004007,66978,"Donsieders",3300,"2016-12-15",7856404,822,7856,675684,0.676,11.627,7
"191",191,"E3025401WEA0004100034100000014178","3300","9.1.2017",7337038,49.169511,8.231607,137,126,733707061,76877,"Offenbach",3300,"2017-01-09",7142855,753,7143,567009,0.567,12.597,6
"192",192,"E3025401WEA0004100034100000014179","3300","19.1.2017",7334014,49.176935,8.24701,137,126,733707061,76877,"Offenbach",3300,"2017-01-19",7142855,856,7143,732736,0.733,9.748,7
"193",193,"E3025401WEA0004100034100000014180","3300","24.1.2017",7334014,49.171414,8.257136,137,126,733707061,76877,"Offenbach",3300,"2017-01-24",7142855,546,7143,298116,0.298,23.96,4
"194",194,"E3025401WEA0004100034100000014181","3300","20.1.2017",7337039,49.171873,8.251491,137,126,733707061,76877,"Offenbach",3300,"2017-01-20",7142855,546,7143,298116,0.298,23.96,4
"195",195,"E3025401WEA0004100034100000014182","3300","25.1.2017",7337038,49.166003,8.239782,137,126,733707061,76877,"Offenbach",3300,"2017-01-25",7142844,663,7143,439569,0.44,16.25,5
"196",196,"E3025401WEA0004100034100000014183","3300","12.1.2017",7337038,49.170525,8.239301,137,126,733707061,76877,"Offenbach",3300,"2017-01-12",7142855,663,7143,439569,0.44,16.25,5
"197",197,"E3025401WEA0004100034210000014184","3000","21.12.2016",7333012,49.622625,8.145176,135,115,733303501,67308,"Zellertal",3000,"2016-12-21",7104418,470,7104,220900,0.221,32.161,4
"198",198,"E3025401WEA0004100035420000014294","2780","25.1.2017",7332029,49.619108,8.149617,139,120,733302038,67304,"Kerzenheim",2780,"2017-01-25",6735903,641,6736,410881,0.411,16.394,5
"199",199,"E3025401WEA0004100035420000014295","2780","27.1.2017",7332029,49.621477,8.156454,139,120,733302038,67304,"Kerzenheim",2780,"2017-01-27",6735898,427,6736,182329,0.182,36.944,4
"200",200,"E3025401WEA0004100035720000014342","3000","30.3.2017",7334009,49.125655,8.228392,149,1157,NA,NA,NA,NA,NA,NA,677,NA,458329,0.458,NA,1
"201",201,"E3025401WEA0004100035720000014343","3000","27.4.2017",7334009,49.121215,8.230352,149,1157,NA,NA,NA,NA,NA,NA,677,NA,458329,0.458,NA,1
"202",202,"E3025401WEA0004100035720000014344","3000","30.5.2017",7334009,49.124533,8.238278,149,1157,NA,NA,NA,NA,NA,NA,746,NA,556516,0.557,NA,1
"203",203,"E3025401WEA0004100035720000014345","3000","17.2.2017",7334009,49.12524,8.24597,149,1157,NA,NA,NA,NA,NA,NA,746,NA,556516,0.557,NA,1
"204",204,"E3025401WEA0004100035720000014346","3000","26.1.2017",7334009,49.126866,8.253992,149,1157,733404013,76870,"Kandel",3000,"2017-01-26",6661352,807,6661,651249,0.651,10.229,1
"205",205,"E3025401WEA0004100036770000014395","3300","12.5.2017",7333083,49.765238,7.858052,137,126,NA,NA,NA,NA,NA,NA,531,NA,281961,0.282,NA,4
"206",206,"E3025401WEA0004100036770000014396","3300","12.5.2017",7333083,49.762742,7.862179,137,126,NA,NA,NA,NA,NA,NA,531,NA,281961,0.282,NA,4
"207",207,"E3025401WEA0004100036800000014426","3300","27.6.2017",7333023,49.707098,7.844405,140,112,NA,NA,NA,NA,NA,NA,510,NA,260100,0.26,NA,5
"208",208,"E3025401WEA0004100036800000015525","3000","13.6.2018",7333023,49.697847,7.878991,149,11571,NA,NA,NA,NA,NA,NA,459,NA,210681,0.211,NA,0
"209",209,"E3025401WEA0004100036800000015526","3000","26.6.2018",7333023,49.695851,7.882767,149,11571,NA,NA,NA,NA,NA,NA,459,NA,210681,0.211,NA,0
"210",210,"E3025401WEA0004100036800000015527","3000","19.6.2018",7333023,49.692797,7.881423,149,11571,NA,NA,NA,NA,NA,NA,461,NA,212521,0.213,NA,0
"211",211,"E3025401WEA0004100036800000015528","3000","12.6.2018",7333066,49.692972,7.875318,149,11571,NA,NA,NA,NA,NA,NA,576,NA,331776,0.332,NA,0
"212",212,"E3025401WEA0004100036800000016217","3450","18.6.2019",7333040,49.67218,7.905804,149,126,NA,NA,NA,NA,NA,NA,736,NA,541696,0.542,NA,6
"213",213,"E3025401WEA0004100036800000016218","3450","7.6.2019",7333040,49.675794,7.911267,149,126,NA,NA,NA,NA,NA,NA,515,NA,265225,0.265,NA,4
"214",214,"E3025401WEA0004100036800000016219","3450","31.5.2019",7333040,49.672422,7.915265,149,126,NA,NA,NA,NA,NA,NA,618,NA,381924,0.382,NA,5
"215",215,"E3025401WEA0004100036810000014583","3450","25.7.2017",7333026,49.614699,8.127741,149,126,NA,NA,NA,NA,NA,NA,387,NA,149769,0.15,NA,3
"216",216,"E3025401WEA0004100036820000014665","2300","16.12.2017",7335202,49.379334,7.518551,138,82,NA,NA,NA,NA,NA,NA,763,NA,582169,0.582,NA,9
"217",217,"E3025401WEA0004100036880000014695","3450","27.3.2018",7336101,49.469213,7.368122,137,126,NA,NA,NA,NA,NA,NA,1052,NA,1106704,1.107,NA,8
"218",218,"E3025401WEA0004100036890000014697","3300","13.2.2018",7334005,49.084689,8.091252,134,131,NA,NA,NA,NA,NA,NA,575,NA,330625,0.331,NA,4
"219",219,"E3025401WEA0004100036890000014698","3300","15.3.2018",7334005,49.083932,8.100195,134,131,NA,NA,NA,NA,NA,NA,556,NA,309136,0.309,NA,4
"220",220,"E3025401WEA0004100036890000014699","3300","28.12.2017",7334005,49.081492,8.104621,134,131,NA,NA,NA,NA,NA,NA,459,NA,210681,0.211,NA,4
"221",221,"E3025401WEA0004100036890000014700","3300","22.3.2018",7334005,49.080899,8.089691,134,131,NA,NA,NA,NA,NA,NA,537,NA,288369,0.288,NA,4
"222",222,"E3025401WEA0004100036890000014701","3300","8.3.2018",7334005,49.07931,8.094718,134,131,NA,NA,NA,NA,NA,NA,537,NA,288369,0.288,NA,4
"223",223,"E3025401WEA0004100036890000014702","3300","21.12.2017",7334005,49.078363,8.104828,134,131,NA,NA,NA,NA,NA,NA,459,NA,210681,0.211,NA,4
"224",224,"E3025401WEA0004100036940000015054","3300","31.1.2018",7340025,49.339308,7.633772,137,126,NA,NA,NA,NA,NA,NA,528,NA,278784,0.279,NA,4
"225",225,"E3025401WEA0004100036940000015055","3300","29.12.2017",7340025,49.342644,7.635909,137,126,NA,NA,NA,NA,NA,NA,528,NA,278784,0.279,NA,4
"226",226,"E3025401WEA0004100036940000015056","3300","23.2.2018",7340025,49.340892,7.641423,137,126,NA,NA,NA,NA,NA,NA,585,NA,342225,0.342,NA,5
"227",227,"E3025401WEA0004100037110000015385","3000","7.8.2018",7333045,49.627633,8.059418,135,115,NA,NA,NA,NA,NA,NA,567,NA,321489,0.321,NA,5
"228",228,"E3025401WEA0004100037110000015386","3000","17.8.2018",7333045,49.623734,8.059547,135,115,NA,NA,NA,NA,NA,NA,486,NA,236196,0.236,NA,4
"229",229,"E3025401WEA0004100037110000015387","3000","28.6.2018",7333032,49.620389,8.059472,135,115,NA,NA,NA,NA,NA,NA,486,NA,236196,0.236,NA,4
"230",230,"E3025401WEA0004100037120000015391","3000","26.5.2018",7340026,49.168578,7.495984,1406,117,NA,NA,NA,NA,NA,NA,575,NA,330625,0.331,NA,5
"231",231,"E3025401WEA0004100037120000015392","3000","28.5.2018",7340026,49.164985,7.498411,1406,117,NA,NA,NA,NA,NA,NA,575,NA,330625,0.331,NA,5
"232",232,"E3025401WEA0004100037120000015393","3000","26.5.2018",7340026,49.160958,7.495227,1406,117,NA,NA,NA,NA,NA,NA,664,NA,440896,0.441,NA,6
"233",233,"E3025401WEA0004100037160000015467","3000","30.1.2019",7333034,49.60915,7.757556,141,117,NA,NA,NA,NA,NA,NA,495,NA,245025,0.245,NA,4
"234",234,"E3025401WEA0004100037160000015468","3000","30.1.2019",7333034,49.605765,7.758112,141,117,NA,NA,NA,NA,NA,NA,436,NA,190096,0.19,NA,4
"235",235,"E3025401WEA0004100037160000015469","3000","30.1.2019",7333034,49.606658,7.762519,141,117,NA,NA,NA,NA,NA,NA,436,NA,190096,0.19,NA,4
"236",236,"E3025401WEA0004100037210000015494","3000","26.9.2018",7336003,49.554773,7.431559,149,116,NA,NA,NA,NA,NA,NA,958,NA,917764,0.918,NA,8
"237",237,"E3025401WEA0004100037250000015890","3450","27.6.2019",7334028,49.273047,8.354977,149,136,NA,NA,NA,NA,NA,NA,534,NA,285156,0.285,NA,4
"238",238,"E3025401WEA0004100037250000015891","3450","2.7.2019",7334028,49.273042,8.362222,149,136,NA,NA,NA,NA,NA,NA,669,NA,447561,0.448,NA,5
"239",239,"E3025401WEA0004100037250000015892","3450","27.6.2019",7334028,49.277615,8.36116,149,136,NA,NA,NA,NA,NA,NA,676,NA,456976,0.457,NA,5
"240",240,"E3025401WEA0004100037250000015893","3450","24.6.2019",7334028,49.27587,8.351421,149,136,NA,NA,NA,NA,NA,NA,534,NA,285156,0.285,NA,4
"241",241,"E3025401WEA0004100037310000016004","3450","5.12.2018",7340055,49.355858,7.601205,140,112,NA,NA,NA,NA,NA,NA,446,NA,198916,0.199,NA,4
"242",242,"E3025401WEA0004100037310000016005","3450","22.11.2018",7340055,49.350085,7.620839,140,112,NA,NA,NA,NA,NA,NA,842,NA,708964,0.709,NA,8
"243",243,"E3025401WEA0004100037370000016289","3300","24.6.2019",7335202,49.375023,7.51402,140,114,NA,NA,NA,NA,NA,NA,518,NA,268324,0.268,NA,5
"244",244,"E3025401WEA0004100037370000016290","3300","24.6.2019",7335202,49.375497,7.524473,140,112,NA,NA,NA,NA,NA,NA,593,NA,351649,0.352,NA,5
"245",245,"E3025401WEA0004100037370000016291","3300","24.3.2020",7335202,49.373582,7.518988,140,112,NA,NA,NA,NA,NA,NA,518,NA,268324,0.268,NA,5
"246",246,"E3025401WEA0004100037370000016293","3300","24.6.2019",7335011,49.369841,7.519532,140,112,NA,NA,NA,NA,NA,NA,549,NA,301401,0.301,NA,5
"247",247,"E3025401WEA0004100045210000016707","3000","14.1.2020",7333028,49.576024,7.746086,149,11571,NA,NA,NA,NA,NA,NA,1376,NA,1893376,1.893,NA,0
"248",248,"E3025401WEA0004100045470000016717","3450","26.2.2020",7336069,49.644845,7.711739,137,126,NA,NA,NA,NA,NA,NA,495,NA,245025,0.245,NA,4
"249",249,"E3025401WEA0004100051000000017300","3000","22.5.2020",7336091,49.518511,7.406528,14908,11571,NA,NA,NA,NA,NA,NA,642,NA,412164,0.412,NA,0
"250",250,"E3025401WEA0004100051000000017301","3000","22.5.2020",7336091,49.514409,7.408991,14908,11571,NA,NA,NA,NA,NA,NA,642,NA,412164,0.412,NA,0
"251",251,"E3025401WEA0004100051940000017421","3450","30.1.2020",7336099,49.577658,7.47541,149,126,NA,NA,NA,NA,NA,NA,769,NA,591361,0.591,NA,6
"252",252,"E3025401WEA0004100051940000017422","3450","30.12.2019",7336022,49.57159,7.48524,149,126,NA,NA,NA,NA,NA,NA,530,NA,280900,0.281,NA,4
"253",253,"E3025401WEA0004100051940000017423","3450","30.12.2019",7336022,49.574552,7.481981,149,126,NA,NA,NA,NA,NA,NA,530,NA,280900,0.281,NA,4
"254",254,"E3025401WEA0004100051950000017424","3450","30.12.2019",7336003,49.557597,7.488286,149,136,NA,NA,NA,NA,NA,NA,1964,NA,3857296,3.857,NA,14
"256",256,"E3025401WEA0004100052350000017452","3450","14.1.2020",7336087,49.529003,7.600984,149,126,NA,NA,NA,NA,NA,NA,466,NA,217156,0.217,NA,4
"257",257,"E3025401WEA0004100061280000018267","3450","30.9.2020",7336090,49.585505,7.647888,1415,117,NA,NA,NA,NA,NA,NA,836,NA,698896,0.699,NA,7
"258",258,"E3025401WEA0004100061280000018268","3450","2.10.2020",7336090,49.587196,7.639443,1415,117,NA,NA,NA,NA,NA,NA,834,NA,695556,0.696,NA,7
"259",259,"E3025401WEA0004100062330000018351","3500","29.12.2020",7336048,49.519388,7.552497,131,138,NA,NA,NA,NA,NA,NA,890,NA,792100,0.792,NA,6
"260",260,"E3025401WEA0004100071040000019366","5300","23.4.2021",7336019,49.594734,7.638694,161,158,NA,NA,NA,NA,NA,NA,595,NA,354025,0.354,NA,4
