gemeinde,vg,kreis,datum,nennleist,nabenhoehe,rotor,gesamthoeh,bemerkung,planstd,gem_neu,xcoord,ycoord
Metzenhausen,Kirchberg (Hunsrück),Rhein-Hunsrück-Kreis,2017/12/30,"3300",166.00,126.00,229.00,Metzenhausen/Ober Kostenz,am Netz,"714004094",383791.999989886,5536528.99999896
Metzenhausen,Kirchberg (Hunsrück),Rhein-Hunsrück-Kreis,2017/12/18,"3300",166.00,126.00,229.00,"Metzenhausen/Ober Kostenz
WEA D",am Netz,"714004094",381481.999982597,5536440.99999835
Ober-Kostenz,Kirchberg (Hunsrück),Rhein-Hunsrück-Kreis,2017/12/11,"3300",166.00,126.00,229.00,"Metzenhausen/Ober Kostenz
WEA E",am Netz,"714004111",381647.999982774,5536179.99999835
Rascheid,Hermeskeil,Trier-Saarburg,2016/10/27,"3450",149.00,126.00,212.00,WKA HER01,am Netz,"723501112",350164.999742195,5505731.99999091
Rascheid,Hermeskeil,Trier-Saarburg,2016/10/27,"3450",149.00,126.00,212.00,WKA HER02,am Netz,"723501112",349900.999826108,5505283.99999392
Rascheid,Hermeskeil,Trier-Saarburg,2016/10/27,"3450",149.00,126.00,212.00,WKA HER03,am Netz,"723501112",350343.999971608,5505332.99999899
Rascheid,Hermeskeil,Trier-Saarburg,2016/10/27,"3450",137.00,126.00,200.00,WKA HER04,am Netz,"723501112",349926.999826396,5504932.99999393
Rascheid,Hermeskeil,Trier-Saarburg,2016/10/27,"3450",149.00,126.00,212.00,WKA HER05,am Netz,"723501112",350553.999859465,5505127.999995
Rascheid,Hermeskeil,Trier-Saarburg,2016/10/27,"3450",149.00,126.00,212.00,WKA HER06,am Netz,"723501112",350192.999885712,5504790.99999596
Lünebach,Arzfeld,Eifelkreis Bitburg-Prüm,2016/11/08,"3450",149.00,136.00,217.00,,am Netz,"723201262",308138.999483372,5556238.99999601
Beltheim,Kastellaun,Rhein-Hunsrück-Kreis,2017/04/26,"2300",98.00,82.00,139.00,Beltheim IV,am Netz,"714003010",389127.99999628,5552391.99999953
Höhn,Westerburg,Westerwaldkreis,2018/02/07,"3230",134.00,130.00,199.00,,am Netz,"714309242",429408.999999827,5609028.99999982
Höhn,Westerburg,Westerwaldkreis,2018/02/07,"3230",134.00,130.00,199.00,,am Netz,"714309242",429892.999999835,5608656.99999982
Stadtkyll,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723305240",322486.999897041,5578161.99999858
Stadtkyll,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723305240",322478.999897064,5577747.99999858
Stadtkyll,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723305240",321991.999895156,5577157.99999858
Stadtkyll,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723305240",321489.999893142,5576667.99999858
Stadtkyll,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723305240",321446.999893021,5576247.99999858
Ormont,Gerolstein,Vulkaneifel,2016/12/23,"3000",149.08,115.71,206.94,,am Netz,"723306232",319097.999882623,5577302.99999858
Ormont,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723306232",319285,5576996
Ormont,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723306232",319730,5576821
Ormont,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723306232",319891,5577294
Ormont,Gerolstein,Vulkaneifel,2015/11/23,"3000",149.08,115.71,206.94,,am Netz,"723306232",319442,5577872
Hallschlag,Gerolstein,Vulkaneifel,2016/12/28,"2300",138.38,82.00,179.38,,am Netz,"723306214",317054.999617965,5579575.99999574
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",322291.59894486,5574837.29518067
Welschbillig,Trier-Land,Trier-Saarburg,2009/07/20,"2300",138.38,82.00,179.38,,am Netz,"723507501",322911.00181993,5524097.9882873
Gusterath,Ruwer,Trier-Saarburg,1994/04/01,"270",41.70,31.00,57.20,,am Netz,"723504037",334477.86358312,5509414.1456872
Ormont,Gerolstein,Vulkaneifel,2005/06/14,"300",36.00,32.00,52.00,,am Netz,"723306232",319225,5578660
Waldrach,Ruwer,Trier-Saarburg,,"600",78.00,44.00,99.00,,am Netz,"723504141",340308,5512446
Trierweiler,Trier-Land,Trier-Saarburg,2011/04/28,"2300",108.00,82.00,149.00,Repowering,am Netz,"723507137",324591.999912672,5516281.9999986
Habscheid,Prüm,Eifelkreis Bitburg-Prüm,1995/03/22,"600",50.00,42.00,71.00,,am Netz,"723206231",304003.530484118,5560465.18210372
Kaifenheim,Kaisersesch,Cochem-Zell,2015/03/27,"3000",119.00,112.00,175.00,,am Netz,"713502043",374816,5567902
Polch,Maifeld,Mayen-Koblenz,2012/03/15,"2050",100.00,92.00,146.00,,am Netz,"713702089",375373.181645297,5573594.68414166
Lampaden,Saarburg-Kell,Trier-Saarburg,1999/10/06,"1300",69.00,62.00,100.00,,am Netz,"723508072",332247.004938034,5502352.8841215
Lampaden,Saarburg-Kell,Trier-Saarburg,1999/10/06,"1300",69.00,62.00,100.00,,am Netz,"723508072",332469.771479925,5502179.01395863
Lampaden,Saarburg-Kell,Trier-Saarburg,2011/12/28,"2300",138.00,82.00,179.00,,am Netz,"723508072",332457.759726186,5502482.81015424
Düngenheim,Kaisersesch,Cochem-Zell,2000/05/16,"500",65.00,40.00,85.00,,am Netz,"713502023",370754.39,5568432.961
Konz,Konz,Trier-Saarburg,2012/10/25,"2000",138.00,82.00,179.00,,am Netz,"723503068",331264.786371642,5502224.17497037
Rieden,Mendig,Mayen-Koblenz,2011/06/28,"2500",100.00,90.00,145.00,,am Netz,"713704093",369200.004546682,5584544.34575551
Meckel,Bitburger Land,Eifelkreis Bitburg-Prüm,2010/02/01,"1500",80.00,82.00,121.00,,am Netz,"723208077",321516.194851795,5528068.53900737
Lampaden,Saarburg-Kell,Trier-Saarburg,,"270",50.00,31.40,65.70,,am Netz,"723508072",333708,5502840
Arzfeld,Arzfeld,Eifelkreis Bitburg-Prüm,2002/01/01,"1800",114.09,70.00,149.09,,am Netz,"723201201",306213.846717352,5551441.46018221
Eppenrod,Diez,Rhein-Lahn-Kreis,2001/02/14,"500",77.90,44.00,99.90,,am Netz,"714103038",424181,5583151
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",322369.694472305,5573556.04398093
Hallschlag,Gerolstein,Vulkaneifel,2006/10/20,"2000",64.00,71.00,99.50,,am Netz,"723306214",316423.999869429,5580292.99999858
Gebhardshain,Betzdorf-Gebhardshain,Altenkirchen (Ww),2006/01/23,"2300",100.00,94.00,147.00,,am Netz,"713209039",414991.758767464,5621249.66143267
Kleinlangenfeld,Prüm,Eifelkreis Bitburg-Prüm,2001/12/06,"600",65.00,44.00,87.00,,am Netz,"723206250",320871.997363864,5572417.99804226
Berndroth,Aar-Einrich,Rhein-Lahn-Kreis,2001/10/05,"1000",70.00,54.00,97.00,,am Netz,"714111011",426783.48,5566308.45
Rieden,Mendig,Mayen-Koblenz,2011/08/24,"2000",108.00,82.00,149.00,,am Netz,"713704093",369283.601158597,5584880.15649099
Mehring,Schweich a.d. Röm.Weinstr.,Trier-Saarburg,2003/09/16,"2000",113.50,71.00,149.00,,am Netz,"723506083",345739.044214299,5513458.02574685
Mastershausen,Kastellaun,Rhein-Hunsrück-Kreis,2013/06/01,"2300",108.00,82.00,149.00,Mastershausen,am Netz,"714003204",381710.1467,5545259.8004
Oberbrombach,Birkenfeld,Birkenfeld,1996/12/30,"500",50.10,40.30,70.25,,am Netz,"713402062",373805.368218131,5506566.38242271
Waldrach,Ruwer,Trier-Saarburg,2001/06/26,"600",78.00,44.00,100.00,,am Netz,"723504141",339367.029016468,5513663.85118184
Landkern,Kaisersesch,Cochem-Zell,2008/11/24,"2000",98.38,82.00,139.38,,am Netz,"713502051",367713.463,5563308.608
Landkern,Kaisersesch,Cochem-Zell,2008/11/24,"2000",98.38,82.00,139.38,,am Netz,"713502051",367751.887,5563094.944
Zettingen,Kaisersesch,Cochem-Zell,2009/02/11,"2500",100.00,90.00,145.00,,am Netz,"713502093",372232.627,5564345.286
Hallschlag,Gerolstein,Vulkaneifel,1997/08/21,"500",65.00,40.00,85.00,,am Netz,"723306214",316665,5580379
Gimbweiler,Birkenfeld,Birkenfeld,2009/11/23,"2000",104.00,90.00,149.00,WEA 1,am Netz,"713402029",370164.333011711,5494674.92556571
Alterkülz,Kastellaun,Rhein-Hunsrück-Kreis,2007/09/01,"2000",105.00,90.00,150.00,AlterkÃ¼lz,am Netz,"714003001",391398.3443,5544707.481
Heilenbach,Bitburger Land,Eifelkreis Bitburg-Prüm,2005/01/01,"2000",100.00,80.00,140.00,,am Netz,"723208048",319091.496719493,5547902.45639235
Heilenbach,Bitburger Land,Eifelkreis Bitburg-Prüm,2004/01/01,"2500",100.00,80.00,140.00,,am Netz,"723208048",318708.415201098,5547733.69916583
Welschbillig,Trier-Land,Trier-Saarburg,1999/08/25,"1300",85.00,60.00,115.00,,am Netz,"723507501",322830.524399483,5525178.67196342
Habscheid,Prüm,Eifelkreis Bitburg-Prüm,2013/05/13,"2300",138.00,82.00,179.00,,am Netz,"723206231",303424.746992597,5561206.4870983
Hoppstädten-Weiersbach,Birkenfeld,Birkenfeld,2003/12/02,"1500",85.00,77.00,123.50,WEA 2,am Netz,"713402042",370669.924854555,5495310.08812059
Hoppstädten-Weiersbach,Birkenfeld,Birkenfeld,1996/12/19,"500",65.00,40.30,85.15,WEA 3,am Netz,"713402042",370236.85492691,5498464.5377473
Gebhardshain,Betzdorf-Gebhardshain,Altenkirchen (Ww),2006/01/19,"2300",100.00,94.00,147.00,,am Netz,"713209039",415347.794241401,5621494.2979834
Fensdorf,Betzdorf-Gebhardshain,Altenkirchen (Ww),2006/01/23,"2300",100.00,94.00,147.00,,am Netz,"713209030",414526.097344009,5620990.46549635
Heilenbach,Bitburger Land,Eifelkreis Bitburg-Prüm,2004/01/01,"2500",100.00,80.00,140.00,,am Netz,"723208048",319047.946548364,5548437.63322425
Girkenroth,Westerburg,Westerwaldkreis,2008/01/23,"2000",113.50,71.00,149.00,,am Netz,"714309226",428033.954737814,5596690.93514582
Kleinlangenfeld,Prüm,Eifelkreis Bitburg-Prüm,2001/11/12,"600",65.00,44.00,87.00,,am Netz,"723206250",320890.408338615,5572858.07276093
Kleinlangenfeld,Prüm,Eifelkreis Bitburg-Prüm,2009/03/18,"800",73.25,52.90,99.70,,am Netz,"723206250",321147.749354107,5572439.37457359
Hahnweiler,Baumholder,Birkenfeld,2002/12/21,"1250",91.50,64.00,123.50,WEA 2,am Netz,"713401033",370813.556559142,5491963.65228128
Gebhardshain,Betzdorf-Gebhardshain,Altenkirchen (Ww),2006/01/19,"2300",100.00,94.00,147.00,,am Netz,"713209039",415250.390114272,5620844.04347274
Kruchten,Südeifel,Eifelkreis Bitburg-Prüm,2002/06/18,"1250",91.50,62.00,122.50,,am Netz,"723205069",306019.982063612,5531014.38045665
Gebhardshain,Betzdorf-Gebhardshain,Altenkirchen (Ww),2005/10/26,"2300",100.00,94.00,147.00,,am Netz,"713209039",415413.926182993,5621176.51555016
Fohren-Linden,Baumholder,Birkenfeld,2007/07/03,"2300",105.00,90.00,150.00,WEA 2,am Netz,"713401026",374694.745001655,5492722.29935642
Weibern,Brohltal,Ahrweiler,,"2000",108.00,82.00,149.00,,am Netz,"713104211",369354,5585111
Holzheim,Diez,Rhein-Lahn-Kreis,2000/07/17,"600",77.90,44.00,99.90,,am Netz,"714103061",433092.002503495,5578938.21121585
Heilenbach,Bitburger Land,Eifelkreis Bitburg-Prüm,2002/12/18,"1500",85.00,77.00,123.50,,am Netz,"723208048",319420.722051402,5548627.37613732
Seiwerath,Prüm,Eifelkreis Bitburg-Prüm,1998/04/20,"600",60.00,48.00,84.00,,am Netz,"723206307",320716.207198894,5557920.18372682
Reinsfeld,Hermeskeil,Trier-Saarburg,2001/12/19,"1500",85.00,70.00,120.00,,am Netz,"723501114",349557.005279408,5505669.23333986
Lampaden,Saarburg-Kell,Trier-Saarburg,1999/10/06,"1500",65.00,70.00,100.00,,am Netz,"723508072",332139.31132891,5502530.712802
Naurath (Wald),Hermeskeil,Trier-Saarburg,2004/10/19,"2000",85.00,71.00,120.50,,am Netz,"723501092",346923.397799313,5512922.34034169
Arnshöfen,Wallmerod,Westerwaldkreis,2012/01/25,"800",73.00,53.00,99.00,,am Netz,"714308203",420071.276065211,5598123.63276246
Gusterath,Ruwer,Trier-Saarburg,2011/12/21,"2300",100.00,99.00,149.50,,am Netz,"723504037",334390.406347293,5509150.09023075
Hoppstädten-Weiersbach,Birkenfeld,Birkenfeld,2003/08/27,"1500",85.00,78.00,124.00,"Weiersbach, WEA 4",am Netz,"713402042",371533.54789094,5495604.25376148
Gamlen,Kaisersesch,Cochem-Zell,2003/06/30,"1500",85.00,77.00,123.50,,am Netz,"713502033",371024.361,5568229.982
Konz,Konz,Trier-Saarburg,2013/03/20,"2000",138.38,82.00,179.38,,am Netz,"723503068",330962.999933793,5502186.99999868
Mayen,Mayen,Mayen-Koblenz,2015/07/07,"3050",149.00,101.00,199.50,,am Netz,"713700068",367685,5576818
Bubach,Simmern-Rheinböllen,Rhein-Hunsrück-Kreis,2012/12/30,"3170",143.00,114.00,200.00,Riegenroth,am Netz,"714008020",398010,5547551
Albisheim (Pfrimm),VG Göllheim,Donnersbergkreis,0001/01/01,"3300",137.00,126.00,200.00,Hungerberg WEA11,am Netz,"733303001",431672,5499791
Albisheim (Pfrimm),VG Göllheim,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,Hungerberg WEA13,am Netz,"733303001",432731,5499903
Albisheim (Pfrimm),VG Göllheim,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,Hungerberg WEA12,am Netz,"733303001",432286,5499984
Alsenz,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,Grehweiler Berg WEA 07,am Netz,"733307003",415988,5507035
Alsenz,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,Spannagel WEA R01,am Netz,"733307003",416764,5508440
Alsenz,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,Grehweiler Berg WEA 05,am Netz,"733307003",416555,5507295
Alsenz,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,Grehweiler Berg WEA 08,am Netz,"733307003",416294,5506760
Alsenz,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,Spannagel WEA R02,am Netz,"733307003",416932,5508136
Alsheim,VG Eich,LK Alzey-Worms,0001/01/01,"2300",138.38,82.00,179.38,WEA14_A,am Netz,"733102002",449296,5511177
Alsheim,VG Eich,LK Alzey-Worms,0001/01/01,"2300",138.38,82.00,179.38,WEA12_A,am Netz,"733102002",448836,5511106
Alsheim,VG Eich,LK Alzey-Worms,0001/01/01,"2300",138.38,82.00,179.38,WEA13_A,am Netz,"733102002",449099,5511421
Altenglan,VG Kusel-Altenglan,LK Kusel,0001/01/01,"2000",108.30,82.00,149.30,WEA 4,am Netz,"733610003",385867,5490616
Altenglan,VG Kusel-Altenglan,LK Kusel,0001/01/01,"3000",149.00,115.71,206.86,WEA Bi02,am Netz,"733610003",386562,5490312
Altenglan,VG Kusel-Altenglan,LK Kusel,0001/01/01,"3450",149.00,126.00,212.00,WEA AI01,am Netz,"733610003",390671,5490542
Altenglan,VG Kusel-Altenglan,LK Kusel,0001/01/01,"2000",108.30,82.00,149.30,WEA 1,am Netz,"733610003",386310,5490996
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3000",135.40,101.00,185.90,WEA 11,am Netz,"733100003",439269,5508554
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"800",64.00,71.00,99.50,Windpark Heimersheim WEA 4,am Netz,"733100003",432260,5512517
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"1800",64.80,70.00,99.80,Windpark Heimersheim WEA 3,am Netz,"733100003",432506,5512501
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3000",135.40,101.00,185.90,WEA 12,am Netz,"733100003",439551,5508291
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3000",135.40,101.00,185.90,Windpark Dautenheim WEA2mittig,am Netz,"733100003",439606,5509001
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"1800",64.80,70.00,99.80,Windpark Heimersheim WEA 2,am Netz,"733100003",432470,5512247
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3000",135.40,101.00,185.90,Windpark Dautenheim WEA1Nord,am Netz,"733100003",439502,5509246
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,Windpark Heimersheim WEA07,am Netz,"733100003",432264,5511849
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3000",149.00,115.70,206.85,WEA1 GAIA III,am Netz,"733100003",432620,5511699
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"800",64.00,71.00,99.50,Windpark Heimersheim WEA 5,am Netz,"733100003",432191,5512250
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3000",135.40,101.00,185.90,Windpark Dautenheim WEA ST,am Netz,"733100003",439089,5508798
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,Windpark Heimersheim WEA05,am Netz,"733100003",432826,5513206
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"1800",64.80,70.00,99.80,Windpark Heimersheim WEA 1,am Netz,"733100003",432620,5512058
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,Windpark Heimersheim WEA04,am Netz,"733100003",432516,5512777
Alzey,Alzey VG frei,LK Alzey-Worms,0001/01/01,"3000",135.40,101.00,185.90,Windpark Dautenheim WEA1Süd,am Netz,"733100003",439700,5508718
Badenheim,VG Sprendlingen-Gensingen,LK Mainz-Bingen,0001/01/01,"3000",135.00,101.00,185.50,Windpark Badenheim WEA,am Netz,"733908004",427177,5520533
Bayerfeld-Steckweiler,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"2750",139.00,120.00,199.00,WEA03,am Netz,"733307004",416223,5506410
Bechenheim,VG Alzey-Land,LK Alzey-Worms,0001/01/01,"3000",140.00,112.00,196.00,WEA 09,am Netz,"733101005",429104,5509741
Bedesbach,VG Kusel-Altenglan,LK Kusel,0001/01/01,"3300",149.00,126.00,212.00,WEA  Be04,am Netz,"733610106",390262,5492427
Bedesbach,VG Kusel-Altenglan,LK Kusel,0001/01/01,"3300",149.00,126.00,212.00,WEA  Be01,am Netz,"733610106",390482,5492102
Bellheim,VG Bellheim,LK Germersheim,0001/01/01,"1500",100.00,77.00,138.50,Windpark Bellheim,am Netz,"733401001",446706,5446986
Bellheim,VG Bellheim,LK Germersheim,0001/01/01,"1500",100.00,77.00,138.50,Windpark Bellheim,am Netz,"733401001",446079,5447220
Bellheim,VG Bellheim,LK Germersheim,0001/01/01,"1500",100.00,77.00,138.50,Windpark Bellheim,am Netz,"733401001",446271,5447079
Bermersheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2530",139.00,120.00,199.00,WEA03,am Netz,"733107009",442754,5503390
Bermersheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2530",139.00,120.00,199.00,WEA06,am Netz,"733107009",442773,5503049
Biedesheim,VG Göllheim,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,Kahlenberg WEA  W2,am Netz,"733303006",436580,5496041
Biedesheim,VG Göllheim,Donnersbergkreis,0001/01/01,"3300",140.00,112.00,196.00,Kahlenberg WEA W1,am Netz,"733303006",436763,5495603
Bisterschied,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"1500",67.00,66.00,100.00,Birkenkopf,am Netz,"733307008",410146,5498082
Bisterschied,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"500",60.00,40.00,80.00,Birkenkopf,am Netz,"733307008",410361,5498094
Bisterschied,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"1800",98.00,70.00,133.00,Birkenkopf,am Netz,"733307008",410011,5498227
Böhl-Iggelheim,Böhl-Iggelheim VG frei,Rhein-Pfalz-Kreis,0001/01/01,"2500",135.00,100.00,185.00,WEA 1,am Netz,"733800005",450549,5472068
Bolanden,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,"Windpark Hungerberg, WEA01",am Netz,"733304010",430802,5499834
Bornheim,VG Alzey-Land,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,WEA13,am Netz,"733101012",432495,5513213
Bornheim,VG Alzey-Land,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,Windpark Heimersheim WEA10,am Netz,"733101012",432196,5513359
Bornheim,VG Alzey-Land,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,Windpark Heimersheim WEA03,am Netz,"733101012",432278,5512994
Bornheim,VG Alzey-Land,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,Windpark Heimersheim WEA11,am Netz,"733101012",432603,5513516
Börrstadt,VG Winnweiler,Donnersbergkreis,0001/01/01,"3000",135.40,101.00,185.90,Windpark Sippersfeld WEA Si1,am Netz,"733306009",421415,5490723
Bubenheim,VG Göllheim,Donnersbergkreis,0001/01/01,"2530",139.00,120.00,199.00,WEA 1,am Netz,"733303012",437202,5496856
Bubenheim,VG Göllheim,Donnersbergkreis,0001/01/01,"2530",139.00,120.00,199.00,WEA  11 Bubenheim,am Netz,"733303012",437614,5496674
Bubenheim,VG Göllheim,Donnersbergkreis,0001/01/01,"2530",139.00,120.00,199.00,WKA 3 / W5/ GE 28130144,am Netz,"733303012",437610,5497472
Bubenheim,VG Göllheim,Donnersbergkreis,0001/01/01,"1650",64.70,70.50,99.95,Kahlenberg,am Netz,"733303012",437275,5496404
Dannstadt-Schauernheim,VG Dannst.-Schauernh.,Rhein-Pfalz-Kreis,0001/01/01,"2500",135.00,100.00,185.00,WEA 2,am Netz,"733801006",450961,5472182
Dirmstein,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"2350",138.38,92.00,184.38,Dirmstein WEA 3,am Netz,"733207010",447598,5492774
Dirmstein,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"2000",108.38,82.00,149.38,Dirmstein WEA 2,am Netz,"733207010",447827,5492858
Dirmstein,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"2000",108.38,82.00,149.38,Dirmstein WEA 1,am Netz,"733207010",447393,5492885
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"3450",141.50,117.00,200.00,WEA 7 Klopp II,am Netz,"733107015",443168,5509564
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2300",138.38,82.00,179.38,Dittelsheim-Heßloch WEA10,am Netz,"733107015",447733,5511116
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2300",138.38,82.00,179.38,Dittelsheim-Heßloch WEA09,am Netz,"733107015",447600,5511306
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,WEA 16,am Netz,"733107015",447246,5510956
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,WEA 17,am Netz,"733107015",447360,5510664
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"600",77.00,43.00,98.50,Windpark Hochborn,am Netz,"733107015",442988,5509851
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"600",77.00,43.00,98.50,Windpark Hochborn,am Netz,"733107015",442919,5509998
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,WEA 15,am Netz,"733107015",447151,5511263
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2300",138.38,82.00,179.38,Dittelsheim-Heßloch WEA11,am Netz,"733107015",447772,5510866
Dittelsheim-Heßloch,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2300",138.38,82.00,179.38,Dittelsheim-Heßloch WEA08,am Netz,"733107015",447516,5511536
Dorn-Dürkheim,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"2300",138.38,82.00,179.38,Windpark Dorn-Dürkheim WEA3,am Netz,"733907201",448419,5511034
Dorn-Dürkheim,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"2300",138.00,82.00,179.00,Windpark Dorn- DürkheimWEA 6,am Netz,"733907201",449098,5511973
Dorn-Dürkheim,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"2300",138.00,82.00,179.00,Windpark Dorn- DürkheimWEA 7,am Netz,"733907201",449148,5511726
Dorn-Dürkheim,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"2300",138.00,82.00,179.00,Windpark Dorn- DürkheimWEA 5,am Netz,"733907201",448811,5511612
Dorn-Dürkheim,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"2300",138.00,82.00,179.00,Windpark Dorn- DürkheimWEA 4,am Netz,"733907201",448709,5511856
