"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2"
"731",731,"E31238010000000000000029577072009","3300","29.3.2016",7135043,50.246862,7.243275,94,112,713502043,56761,"Kaifenheim",3300,"2016-03-29",6763265,719,6763,516961,0.516961,13.0827373825105
"732",732,"E31238010000000000000031144807471","2350","11.8.2015",7140002,50.004264,7.575526,13838,92,714008144,55469,"Simmern",2350,"2015-08-11",4052544,388,4053,150544,0.150544,26.9193325539377
"733",733,"E31238010000000000000031144807475","2350","24.8.2015",7140002,50.004129,7.571149,13838,92,714008144,55469,"Simmern",2350,"2015-08-24",4052544,409,4053,167281,0.167281,24.2259670853235
"734",734,"E31238010000000000000031144807476","2350","27.8.2015",7140002,50.006713,7.577213,13838,92,714008144,55469,"Simmern",2350,"2015-08-27",4052544,388,4053,150544,0.150544,26.9193325539377
"736",736,"E31238010000000000000031144812791","2300","29.11.2013",7140015,50.003983,7.453118,138,82,714008144,55469,"Simmern",2300,"2013-11-29",3717320,390,3717,152100,0.1521,24.4399737015122
"737",737,"E31238010000000000000031144871948","2300","12.8.2013",7140015,50.01458,7.385889,138,82,714008144,55469,"Simmern",2300,"2013-08-12",3717320,320,3717,102400,0.1024,36.301953125
"738",738,"E31238010000000000000031144872060","2300","16.8.2013",7140123,50.016839,7.39765,138,82,714008144,55469,"Simmern",2300,"2013-08-16",3717320,531,3717,281961,0.281961,13.1838091083519
"739",739,"E31238010000000000000031144872062","2300","13.8.2013",7140123,50.020284,7.399602,138,82,714008144,55469,"Simmern",2300,"2013-08-13",3717320,531,3717,281961,0.281961,13.1838091083519
"740",740,"E31238010000000000000031144872063","2300","2.12.2013",7140015,50.004657,7.449064,138,82,714008144,55469,"Simmern",2300,"2013-12-02",3717320,390,3717,152100,0.1521,24.4399737015122
"741",741,"E31238010000000000000031144872064","2300","20.11.2013",7140039,50.001533,7.456895,138,82,714008144,55469,"Simmern",2300,"2013-11-20",3717320,500,3717,250000,0.25,14.86928
"742",742,"E31238010000000000000031144888142","2300","20.12.2013",7140076,50.003318,7.462672,138,82,714008144,55469,"Simmern",2300,"2013-12-23",3717320,471,3717,221841,0.221841,16.756686094996
"743",743,"E31238010000000000000031144888144","2300","18.12.2013",7140076,50.003016,7.467705,138,82,714008144,55469,"Simmern",2300,"2013-12-18",3717320,471,3717,221841,0.221841,16.756686094996
"744",744,"E31238010000000000000031144894855","2350","24.7.2014",7140023,50.030548,7.550956,138,92,714008144,55469,"Simmern",2350,"2014-07-24",4052954,393,4053,154449,0.154449,26.2413741752941
"745",745,"E31238010000000000000031144894856","2350","29.7.2014",7140023,50.028031,7.55254,138,92,714008144,55469,"Simmern",2350,"2014-07-27",4052954,393,4053,154449,0.154449,26.2413741752941
"746",746,"E31238010000000000000031144894857","2350","23.7.2014",7140023,50.032951,7.548957,138,92,714008144,55469,"Simmern",2350,"2014-07-23",4052954,394,4053,155236,0.155236,26.1083382720503
"747",747,"E31238010000000000000031144895998","2350","7.10.2014",7140100,49.97783,7.460806,1388,92,714008144,55469,"Simmern",2350,"2014-10-07",4052544,523,4053,273529,0.273529,14.8157745613811
"748",748,"E31238010000000000000031144896000","2350","27.8.2014",7140100,49.983707,7.455666,138,92,714008144,55469,"Simmern",2350,"2014-08-27",4052544,771,4053,594441,0.594441,6.81740324102813
"749",749,"E31238010000000000000031144896001","2350","4.9.2014",7140100,49.981177,7.462931,138,92,714008144,55469,"Simmern",2350,"2014-09-04",4052544,523,4053,273529,0.273529,14.8157745613811
"750",750,"E31238010000000000000031300806124","3200","25.6.2014",7140036,50.196857,7.572795,143,114,714009036,56281,"Emmelshausen",3200,"2014-06-25",7306201,448,7306,200704,0.200704,36.4028669084821
"751",751,"E31238010000000000000031300806125","3200","5.6.2014",7140036,50.196715,7.563485,143,114,714009036,56281,"Emmelshausen",3200,"2014-06-05",7306201,511,7306,261121,0.261121,27.9801356459266
"752",752,"E31238010000000000000031300806126","3200","18.6.2014",7140036,50.199441,7.559958,143,114,714009036,56281,"Emmelshausen",3200,"2014-06-18",7306201,511,7306,261121,0.261121,27.9801356459266
"753",753,"E31238010000000000000031300806127","3200","31.5.2014",7140036,50.199154,7.569533,143,114,714009036,56281,"Emmelshausen",3200,"2014-05-31",7306201,448,7306,200704,0.200704,36.4028669084821
"754",754,"E31238010000000000000031300806128","3200","17.4.2015",7140036,50.20128,7.543052,143,114,714009036,56281,"Emmelshausen",3200,"2015-04-17",7307510,664,7308,440896,0.440896,16.5742261213529
"755",755,"E31238010000000000000031300806129","3200","17.4.2015",7140036,50.201989,7.550132,143,114,714009036,56281,"Emmelshausen",3200,"2015-04-17",7307510,523,7308,273529,0.273529,26.7156681741241
"756",756,"E31238010000000000000031300806130","3200","22.4.2015",7140036,50.198952,7.553221,143,114,714009036,56281,"Emmelshausen",3200,"2015-04-22",7307510,523,7308,273529,0.273529,26.7156681741241
"757",757,"E31238010000000000000031300806131","3200","11.5.2015",7140036,50.19391,7.567813,143,114,714009036,56281,"Emmelshausen",3200,"2015-05-11",7307510,459,7308,210681,0.210681,34.6851875584414
"758",758,"E31238010000000000000031300806134","3200","7.5.2015",7140036,50.191366,7.570788,143,114,714009036,56281,"Emmelshausen",3200,"2015-05-07",7307510,459,7308,210681,0.210681,34.6851875584414
"759",759,"E31238010000000000000031365816050","2300","18.12.2014",7235137,49.772958,6.56667,108,82,723507137,54311,"Trierweiler",2300,"2014-12-18",3689759,290,3690,84100,0.0841,43.8734720570749
"760",760,"E31238010000000000000031365816065","2300","18.12.2014",7235137,49.773305,6.563633,108,82,723507137,54311,"Trierweiler",2300,"2014-12-18",3689759,267,3690,71289,0.071289,51.7577606643381
"761",761,"E31238010000000000000031394500337","3050","29.11.2013",7235137,49.7756,6.56897,149,101,723507137,54311,"Trierweiler",3050,"2013-11-29",7585343,415,7585,172225,0.172225,44.0432167223109
"762",762,"E31238010000000000000031406791381","2000","14.10.2013",7135023,50.256944,7.184376,8458,82,713502023,56761,"Düngenheim",2000,"2013-10-14",3593545,296,3594,87616,0.087616,41.0147119247626
"763",763,"E31238010000000000000031406791385","800","4.10.2013",7135023,50.254678,7.182651,7325,53,713502023,56761,"Düngenheim",800,"2013-10-04",1366469,258,1366,66564,0.066564,20.5286491196443
"764",764,"E31238010000000000000031464051056","2300","6.9.2013",7232302,50.322224,6.422498,13838,82,723206302,54597,"Roth",2300,"2013-09-06",4200517,412,4201,169744,0.169744,24.7461883777924
"766",766,"E31238010000000000000031965879980","2000","13.6.2014",7140070,50.061088,7.520611,125,90,714008079,56288,"Laubach",2000,"2014-06-13",4760698,718,4761,515524,0.515524,9.23467772596426
"767",767,"E31238010000000000000032054536389","3075","3.2.2014",7140084,50.129148,7.597385,140,112,714009031,56281,"Dörth",3075,"2014-02-03",7917458,531,7917,281961,0.281961,28.0799755994623
"768",768,"E31238010000000000000032054536390","3075","7.3.2014",7140084,50.127337,7.603104,140,112,714009031,56281,"Dörth",3075,"2014-03-07",7917458,554,7917,306916,0.306916,25.7968238866661
"769",769,"E31238010000000000000032054536391","3075","30.12.2013",7140084,50.132726,7.598708,140,112,714009031,56281,"Dörth",3075,"2013-12-30",7917458,531,7917,281961,0.281961,28.0799755994623
"770",770,"E31238010000000000000032111456373","2300","15.8.2014",7135042,50.213285,7.173052,13838,82,713502042,56814,"Illerich",2300,"2014-08-15",3622570,690,3623,476100,0.4761,7.60884268010922
"771",771,"E31238010000000000000032262645164","3170","22.10.2013",7140158,50.008833,7.606139,143,114,714008037,55494,"Erbach",3170,"2013-10-22",7076708,377,7077,142129,0.142129,49.7907393987153
"772",772,"E31238010000000000000032262645169","3170","5.11.2013",7140158,50.010361,7.602861,143,114,714008037,55494,"Erbach",3170,"2013-10-22",7076708,377,7077,142129,0.142129,49.7907393987153
"773",773,"E31238010000000000000032262645172","3170","12.11.2013",7140158,50.011278,7.598056,143,114,714008037,55494,"Erbach",3170,"2013-10-22",7076708,467,7077,218089,0.218089,32.4487158912187
"776",776,"E31238010000000000000033032084132","2400","27.11.2014",7140503,50.115544,7.321788,141,117,714003010,56290,"Beltheim",2400,"2014-11-27",5554163,767,5554,588289,0.588289,9.44121511705981
"777",777,"E31238010000000000000033032084134","2400","29.12.2014",7140503,50.110413,7.319674,141,117,714003010,56290,"Beltheim",2400,"2014-12-29",5554163,507,5554,257049,0.257049,21.6074094822388
"778",778,"E31238010000000000000033032084135","2400","23.1.2015",7140503,50.108974,7.324647,141,117,714003010,56290,"Beltheim",2400,"2015-01-23",5554163,507,5554,257049,0.257049,21.6074094822388
"779",779,"E31238010000000000000033032084136","2400","5.11.2014",7140503,50.109348,7.331292,141,117,714003010,56290,"Beltheim",2400,"2014-11-05",5554163,620,5554,384400,0.3844,14.4489151925078
"780",780,"E31238010000000000000033032084137","2400","22.1.2015",7140503,50.10279,7.324933,141,117,714003010,56290,"Beltheim",2400,"2015-01-22",5554163,894,5554,799236,0.799236,6.9493403700534
"781",781,"E31238010000000000000033166679160","2400","21.6.2016",7133051,49.726317,7.599801,1406,1168,713310057,55568,"Lauschied",2400,"2016-06-21",5430154,442,5430,195364,0.195364,27.7950594787167
"782",782,"E31238010000000000000033166679161","2400","29.6.2016",7133051,49.727984,7.594106,1406,1168,713310057,55568,"Lauschied",2400,"2016-06-29",5430154,227,5430,51529,0.051529,105.380542995207
"783",783,"E31238010000000000000033333324829","3075","6.11.2014",7140131,50.07958,7.472659,140,112,714003131,56288,"Roth",3075,"2014-11-06",6829221,546,6829,298116,0.298116,22.907931811778
"784",784,"E31238010000000000000033333326371","3075","31.10.2014",7140131,50.078615,7.466987,140,112,714003131,56288,"Roth",3075,"2014-10-31",6829221,546,6829,298116,0.298116,22.907931811778
"785",785,"E31238010000000000000034694384309","2000","20.11.2014",7233237,50.366779,6.412268,125,90,723306237,54611,"Scheid",2000,"2014-11-20",4054007,223,4054,49729,0.049729,81.521989181363
"786",786,"E31238010000000000000035299200234","2530","16.8.2014",7336061,49.679706,7.602055,139,120,733608061,67744,"Medard",2530,"2014-08-16",6161015,668,6161,446224,0.446224,13.8070005199182
"787",787,"E31238010000000000000035299258706","2530","15.8.2014",7336061,49.676793,7.595527,139,120,733608061,67744,"Medard",2530,"2014-08-15",6161015,305,6161,93025,0.093025,66.2296694436979
"789",789,"E31238010000000000000036444501321","1500","20.6.2001",7140084,50.130569,7.587522,60,70,714009110,56291,"Norath",1500,"2001-06-20",1672424,327,1672,106929,0.106929,15.6405091228759
"790",790,"E31238010000000000000036447701507","1500","19.6.2001",7140084,50.132128,7.590078,65,70,714009110,56291,"Norath",1500,"2001-06-19",1944445,156,1944,24336,0.024336,79.8999424720579
"791",791,"E31238010000000000000036721381801","2530","28.7.2014",7331024,49.68085,8.200499,139,120,733107036,67598,"Gundersheim",2530,"2014-07-28",6123855,568,6124,322624,0.322624,18.9813993999207
"792",792,"E31238010000000000000036721394753","2500","21.7.2014",7331024,49.677332,8.19382,139,120,733107036,67598,"Gundersheim",2530,"2014-07-21",6123855,495,6124,245025,0.245025,24.9927762473217
"793",793,"E31238010000000000000036721394754","2530","21.7.2014",7331024,49.676658,8.199043,139,120,733107036,67598,"Gundersheim",2530,"2014-07-21",6123855,502,6124,252004,0.252004,24.3006261805368
"794",794,"E31238010000000000000036721395990","2530","9.7.2014",7331009,49.680316,8.206468,139,120,733107036,67598,"Gundersheim",2530,"2014-07-09",6123855,443,6124,196249,0.196249,31.2045156917997
"795",795,"E31238010000000000000036721395991","2530","30.7.2014",7331024,49.68074,8.193639,139,120,733107036,67598,"Gundersheim",2530,"2014-07-30",6123855,495,6124,245025,0.245025,24.9927762473217
"796",796,"E31238010000000000000036721395992","2530","15.7.2014",7331009,49.677269,8.206754,139,120,733107036,67598,"Gundersheim",2530,"2014-07-15",6123855,443,6124,196249,0.196249,31.2045156917997
"797",797,"E31238010000000000000036802801443","1500","19.6.2001",7140084,50.1327,7.5915,65,70,714009110,56291,"Norath",1500,"2001-06-19",1560385,156,1560,24336,0.024336,64.1183842866535
"798",798,"E31238010000000000000036889601506","1500","26.7.2001",7133024,49.708969,7.63143,65,70,713310024,55592,"Desloch",1500,"2001-07-26",1497411,648,1497,419904,0.419904,3.56607938957476
"799",799,"E31238010000000000000036889621300","1500","1.8.2001",7133024,49.709377,7.62458,65,70,713310024,55592,"Desloch",1500,"2001-08-01",1497411,648,1497,419904,0.419904,3.56607938957476
"800",800,"E31238010000000000000037106001302","2500","24.9.2001",7232120,50.046816,6.516792,80,80,723200018,54634,"Bitburg",2500,"2001-09-24",1417195,463,1417,214369,0.214369,6.61100718853939
"801",801,"E31238010000000000000037106008008","2500","11.9.2001",7232120,50.05096,6.525241,80,80,723208120,54636,"Sefferweich",2500,"2001-09-11",1416769,745,1417,555025,0.555025,2.55262195396604
"802",802,"E31238010000000000000037106008010","2500","20.9.2001",7232120,50.046344,6.521711,80,80,723200018,54634,"Bitburg",2500,"2001-09-20",1416769,463,1417,214369,0.214369,6.60901996090853
"804",804,"E31238010000000000000037407091674","2400","18.12.2015",7140504,50.105797,7.397775,1406,117,714003504,56288,"Zilshausen",2400,"2015-12-18",6182483,561,6182,314721,0.314721,19.6443294219324
"805",805,"E31238010000000000000037407091675","2400","16.12.2015",7140504,50.10988,7.399037,1406,117,714003504,56288,"Zilshausen",2400,"2015-12-16",6182483,601,6182,361201,0.361201,17.1164614715906
"806",806,"E31238010000000000000037407091676","2400","8.12.2015",7140504,50.10203,7.399234,1406,117,714003504,56288,"Zilshausen",2400,"2015-12-08",6182483,561,6182,314721,0.314721,19.6443294219324
"810",810,"E31238010000000000000037638390723","2300","1.12.2014",7140094,49.972622,7.37576,138,82,714004094,55481,"Metzenhausen",2350,"2014-12-01",4327695,396,4328,156816,0.156816,27.5972796143251
"811",811,"E31238010000000000000038070590875","2300","24.7.2015",7232231,50.16766,6.242885,138,82,723206231,54597,"Habscheid",2300,"2015-07-24",4981752,187,4982,34969,0.034969,142.461952014642
"812",812,"E31238010000000000000038070594730","2300","15.10.2014",7232231,50.17042,6.247182,138,82,723206231,54597,"Habscheid",2300,"2014-10-16",4981752,243,4982,59049,0.059049,84.3664075598232
"813",813,"E31238010000000000000038233790237","2300","5.12.2014",7232077,49.881276,6.519976,13838,82,723208077,54636,"Meckel",2300,"2014-12-05",4172844,424,4173,179776,0.179776,23.2113519045924
"814",814,"E31238010000000000000038538618906","500","5.10.1998",7232231,50.161663,6.247417,65,40,723206231,54597,"Habscheid",500,"1998-10-05",627137,251,627,63001,0.063001,9.95439754924525
"815",815,"E31238010000000000000039293201236","600","25.10.2001",7233036,50.26856,6.597865,65,44,723306036,54570,"Kalenborn-Scheuern",600,"2001-10-25",704339,252,704,63504,0.063504,11.0912540942303
"816",816,"E31238010000000000000039833506082","3000","19.2.2016",7140202,50.123727,7.44575,149,115,714003010,56290,"Beltheim",3000,"2016-02-19",7475203,395,7475,156025,0.156025,47.9102900176254
"817",817,"E31238010000000000000039833506083","3000","29.12.2015",7140202,50.123428,7.441521,149,115,714003010,56290,"Beltheim",3000,"2015-12-29",7475203,395,7475,156025,0.156025,47.9102900176254
"818",818,"E31238010000000000000039857811484","1000","23.11.2001",7232226,50.21628,6.483001,73,58,723206226,54595,"Weinsheim",1000,"2001-11-23",1403576,865,1404,748225,0.748225,1.87587423569114
"819",819,"E31238010000000000000039857811485","1000","11.3.2002",7232300,50.213095,6.473026,73,58,723206226,54595,"Weinsheim",1000,"2002-03-11",1403576,366,1404,133956,0.133956,10.4778882618173
"820",820,"E31238010000000000000039857820597","1800","8.3.2002",7232300,50.210753,6.474545,98,70,723206226,54595,"Weinsheim",1800,"2002-03-08",2363762,349,2364,121801,0.121801,19.4067536391327
"821",821,"E31238010000000000000040056000033","600","10.12.2001",7232250,50.2806,6.4859,65,44,723206250,54597,"Kleinlangenfeld",600,"2001-12-10",789602,267,790,71289,0.071289,11.0760706420345
"822",822,"E31238010000000000000040057401237","600","7.12.2001",7232250,50.276395,6.482035,65,44,723206250,54597,"Kleinlangenfeld",600,"2001-12-07",892511,364,893,132496,0.132496,6.73613543050356
"823",823,"E31238010000000000000040057421832","600","11.12.2001",7232250,50.279436,6.483651,65,44,723206250,54597,"Kleinlangenfeld",600,"2001-12-11",892511,267,893,71289,0.071289,12.5196173322673
"824",824,"E31238010000000000000040057421833","600","12.12.2001",7232250,50.276684,6.485952,65,44,723206250,54597,"Kleinlangenfeld",600,"2001-12-12",892511,364,893,132496,0.132496,6.73613543050356
"825",825,"E31238010000000000000040482109118","660","5.12.2001",7131211,50.40571,7.17005,65,47,713704093,56745,"Rieden",660,"2001-12-05",871954,337,872,113569,0.113569,7.67774656816561
"826",826,"E31238010000000000000040482118052","660","7.12.2001",7131211,50.409069,7.176052,65,47,713704093,56745,"Rieden",660,"2001-12-07",871954,252,872,63504,0.063504,13.7306941295037
"827",827,"E31238010000000000000040482118053","660","12.12.2001",7137049,50.409683,7.178616,65,47,713704093,56745,"Rieden",660,"2001-12-12",871954,252,872,63504,0.063504,13.7306941295037
"828",828,"E31238010000000000000040482118054","660","13.12.2001",7137049,50.406866,7.176266,65,47,713704093,56745,"Rieden",660,"2001-12-13",871954,318,872,101124,0.101124,8.6226217317353
"830",830,"E31238010000000000000041314206859","2350","3.2.2016",7233214,50.339457,6.423745,138,82,723306214,54611,"Hallschlag",2350,"2016-02-03",5398089,318,5398,101124,0.101124,53.3808888097781
"831",831,"E31238010000000000000041391801422","1500","28.3.2002",7140058,50.052528,7.547417,85,77,714008002,55469,"Altweidelbach",1500,"2002-03-28",1641405,240,1641,57600,0.0576,28.4966145833333
"832",832,"E31238010000000000000041391801423","1000","21.3.2002",7140058,50.050278,7.547222,70,54,714008002,55469,"Altweidelbach",1000,"2002-03-21",1094272,272,1094,73984,0.073984,14.7906574394464
"833",833,"E31238010000000000000041391810142","1500","11.4.2002",7140058,50.0515,7.549444,85,77,714008002,55469,"Altweidelbach",1500,"2002-04-11",1641405,240,1641,57600,0.0576,28.4966145833333
"834",834,"E31238010000000000000041397901547","1250","21.1.2002",7233037,50.264167,6.898333,915,62,723304037,54552,"Katzwinkel",1250,"2002-01-21",1598922,269,1599,72361,0.072361,22.0964608007076
"835",835,"E31238010000000000000041397917079","1250","21.1.2002",7233003,50.256944,6.907222,915,62,723304003,54552,"Beinhausen",1250,"2002-01-21",1598922,461,1599,212521,0.212521,7.52359531528649
"838",838,"E31238010000000000000042634490878","3300","15.6.2016",7133009,49.435271,7.345533,137,126,713310024,55592,"Desloch",3300,"2016-06-15",6851171,588,6851,345744,0.345744,19.8157336063677
"839",839,"E31238010000000000000042634490879","3300","13.6.2016",7133009,49.435174,7.351712,137,126,713310024,55592,"Desloch",3300,"2016-06-13",6851171,588,6851,345744,0.345744,19.8157336063677
"840",840,"E31238010000000000000042663209086","1500","14.6.2002",7233030,50.239936,6.769625,85,77,723301030,54570,"Hinterweiler",1500,"2002-06-14",2901437,214,2901,45796,0.045796,63.3556860861211
"841",841,"E31238010000000000000042663212307","300","11.11.2003",7233039,50.238675,6.770851,50,296,723301039,54570,"Kirchweiler",300,"2003-11-11",429597,214,430,45796,0.045796,9.38066643374967
"842",842,"E31238010000000000000042663218057","1500","12.6.2002",7233030,50.237382,6.768099,85,77,723301039,54570,"Kirchweiler",1500,"2002-06-12",2901438,316,2901,99856,0.099856,29.0562209581798
"843",843,"E31238010000000000000042679611481","600","5.6.2002",7232258,50.077478,6.330202,78,437,723201258,54649,"Lauperath",600,"2002-06-06",902709,171,903,29241,0.029241,30.8713450292398
"846",846,"E31238010000000000000043202822365","1500","2.7.2002",7140145,49.953811,7.37215,85,77,714004145,55487,"Sohren",1500,"2002-07-02",1662217,255,1662,65025,0.065025,25.562737408689
"847",847,"E31238010000000000000043202822366","1500","4.7.2002",7140145,49.955302,7.370707,85,77,714004145,55487,"Sohren",1500,"2002-07-04",1662217,255,1662,65025,0.065025,25.562737408689
"848",848,"E31238010000000000000043202822367","1500","10.7.2002",7140145,49.957166,7.368819,85,77,714004145,55487,"Sohren",1500,"2002-07-10",1662217,322,1662,103684,0.103684,16.0315670691717
"849",849,"E31238010000000000000043202822368","1500","28.6.2002",7140145,49.95778,7.365311,85,77,714004145,55487,"Sohren",1500,"2002-06-28",1662217,340,1662,115600,0.1156,14.3790397923875
"850",850,"E31238010000000000000043202838857","1500","27.6.2002",7140145,49.955166,7.36306,85,77,714004145,55487,"Sohren",1500,"2002-06-27",1662217,433,1662,187489,0.187489,8.86567745307725
"851",851,"E31238010000000000000044433301513","850","4.9.2002",7133057,49.727633,7.587917,74,52,713310057,55568,"Lauschied",850,"2002-09-04",852820,585,853,342225,0.342225,2.49198626634524
"852",852,"E31238010000000000000044433322370","850","9.9.2002",7133057,49.72927,7.600934,74,52,713310057,55568,"Lauschied",850,"2002-09-09",852820,250,853,62500,0.0625,13.64512
"853",853,"E31238010000000000000044433322371","850","4.9.2002",7133057,49.729509,7.593556,74,52,713310057,55568,"Lauschied",850,"2002-09-04",852820,227,853,51529,0.051529,16.5502920685439
"854",854,"E31238010000000000000044523800085","1500","25.9.2002",7235047,49.691152,6.89954,85,70,723501047,54421,"Hinzert-Pölert",1500,"2002-11-01",1786683,253,1787,64009,0.064009,27.9129966098517
"855",855,"E31238010000000000000044523818895","1500","25.9.2002",7235047,49.693306,6.896874,85,70,723501047,54421,"Hinzert-Pölert",1500,"2002-11-01",1786683,402,1787,161604,0.161604,11.0559330214599
"856",856,"E31238010000000000000044523818896","1500","26.9.2002",7235047,49.691152,6.902226,85,70,723501047,54421,"Hinzert-Pölert",1500,"2002-11-01",1786683,253,1787,64009,0.064009,27.9129966098517
"857",857,"E31238010000000000000044523818897","1500","24.9.2002",7235047,49.694662,6.900628,85,70,723501047,54421,"Hinzert-Pölert",1500,"2002-11-01",1786683,405,1787,164025,0.164025,10.8927480566987
"858",858,"E31238010000000000000044567250622","3050","22.12.2015",7140042,50.09764,7.498079,149,101,714003010,56290,"Beltheim",3050,"2015-12-22",6422214,348,6422,121104,0.121104,53.0305687673405
"859",859,"E31238010000000000000044567250627","3050","30.12.2015",7140042,50.09645,7.501332,149,101,714003010,56290,"Beltheim",3050,"2015-12-30",6422214,348,6422,121104,0.121104,53.0305687673405
"860",860,"E31238010000000000000044762707421","2300","3.3.2016",7233214,50.337463,6.428494,138,82,723306214,54611,"Hallschlag",2300,"2016-03-03",4983582,336,4984,112896,0.112896,44.1431228741497
"861",861,"E31238010000000000000044872517907","1500","15.10.2002",7235045,49.684644,6.907732,85,70,723501114,54421,"Reinsfeld",1500,"2002-10-15",1434761,313,1435,97969,0.097969,14.6450509855158
"862",862,"E31238010000000000000044872518891","1500","16.10.2002",7235045,49.682294,6.911554,85,70,723501114,54421,"Reinsfeld",1500,"2002-10-16",1434761,361,1435,130321,0.130321,11.0094382332855
"863",863,"E31238010000000000000044872518892","1500","17.10.2002",7235045,49.682013,6.91536,85,70,723501114,54421,"Reinsfeld",1500,"2002-11-01",1434761,361,1435,130321,0.130321,11.0094382332855
"864",864,"E31238010000000000000044872518893","1500","16.10.2002",7235045,49.684727,6.91433,85,70,723501114,54421,"Reinsfeld",1500,"2002-10-16",1434761,354,1435,125316,0.125316,11.4491445625459
"865",865,"E31238010000000000000044872518894","1500","22.10.2002",7235045,49.685502,6.910769,85,70,723501114,54421,"Reinsfeld",1500,"2002-11-01",1434761,313,1435,97969,0.097969,14.6450509855158
"866",866,"E31238010000000000000045112601194","600","17.10.2002",7235141,49.748192,6.776861,78,44,723504141,54320,"Waldrach",600,"2002-10-01",984024,254,984,64516,0.064516,15.252402504805
"867",867,"E31238010000000000000045112614240","600","18.10.2002",7235141,49.744992,6.779782,78,44,723504141,54320,"Waldrach",600,"2002-10-01",984024,424,984,179776,0.179776,5.47361160555358
"868",868,"E31238010000000000000045112618243","600","14.10.2002",7235141,49.74329,6.783441,78,44,723504141,54320,"Waldrach",600,"2002-10-01",984024,424,984,179776,0.179776,5.47361160555358
"869",869,"E31238010000000000000046019201366","1500","4.12.2002",7231006,49.774918,6.937337,100,77,723106123,54424,"Thalfang",1500,"2002-12-04",2239197,411,2239,168921,0.168921,13.2558829275223
"870",870,"E31238010000000000000046019218494","1500","2.12.2002",7231006,49.777745,6.937477,100,77,723106123,54424,"Thalfang",1500,"2002-12-02",2239197,379,2239,143641,0.143641,15.5888430183583
"871",871,"E31238010000000000000046019218496","1500","5.12.2002",7231006,49.780349,6.937745,100,77,723106123,54424,"Thalfang",1500,"2002-12-05",2239197,379,2239,143641,0.143641,15.5888430183583
"872",872,"E31238010000000000000046019218497","1500","2.12.2002",7231006,49.783725,6.941224,100,77,723106123,54424,"Thalfang",1500,"2002-12-02",2239197,303,2239,91809,0.091809,24.3897330327092
"873",873,"E31238010000000000000046019218499","1500","12.12.2002",7231006,49.784,6.949,100,77,723106123,54424,"Thalfang",1500,"2002-12-12",2239197,368,2239,135424,0.135424,16.5347131970699
"874",874,"E31238010000000000000046019218500","1500","13.12.2002",7231006,49.781518,6.948231,100,77,723106123,54424,"Thalfang",1500,"2002-12-13",2239197,368,2239,135424,0.135424,16.5347131970699
"875",875,"E31238010000000000000046019218501","1500","10.12.2002",7231006,49.779,6.949,100,77,723106123,54424,"Thalfang",1500,"2002-12-10",2239197,359,2239,128881,0.128881,17.3741435898232
"876",876,"E31238010000000000000046019218502","1500","5.12.2002",7231006,49.776553,6.948449,100,77,723106123,54424,"Thalfang",1500,"2002-12-05",2239197,359,2239,128881,0.128881,17.3741435898232
"877",877,"E31238010000000000000046019218503","1500","5.12.2002",7231006,49.774,6.949,100,77,723106123,54424,"Thalfang",1500,"2002-12-05",2239200,374,2239,139876,0.139876,16.0084646401098
"878",878,"E31238010000000000000046572617024","1000","20.12.2002",7143253,50.7047,7.9463,89,529,713203036,57520,"Friedewald",1000,"2002-12-17",2434047,150,2434,22500,0.0225,108.179866666667
"879",879,"E31238010000000000000046594100038","600","20.12.2002",7232056,50.018301,6.248464,78,44,723205056,54673,"Hütten",600,"2002-12-20",1019758,414,1020,171396,0.171396,5.94971877990151
"880",880,"E31238010000000000000046621201359","1000","19.12.2002",7235137,49.777852,6.566256,705,586,723507137,54311,"Trierweiler",1000,"2002-12-19",1662899,341,1663,116281,0.116281,14.3006940084795
"881",881,"E31238010000000000000047820311488","1800","14.3.2003",7232264,50.093868,6.307104,86,70,723201264,54649,"Manderscheid",1800,"2003-03-10",2399278,261,2399,68121,0.068121,35.2208276449259
"882",882,"E31238010000000000000047990201327","1800","19.3.2003",7232201,50.101575,6.296611,86,70,723201260,54619,"Lichtenborn",1800,"2003-03-19",2607508,298,2608,88804,0.088804,29.3625061934147
"883",883,"E31238010000000000000047990301233","1500","28.12.2003",7232201,50.112961,6.304454,100,77,723201260,54619,"Lichtenborn",1500,"2003-12-28",2589450,311,2589,96721,0.096721,26.7723658771105
"884",884,"E31238010000000000000047990318671","1500","31.12.2003",7232201,50.111736,6.307201,100,77,723201201,54687,"Arzfeld",1500,"2003-12-31",2589450,311,2589,96721,0.096721,26.7723658771105
"885",885,"E31238010000000000000050236400025","2000","15.7.2003",7233048,50.26496,6.89335,100,80,723304003,54552,"Beinhausen",2000,"2003-07-15",2889320,475,2889,225625,0.225625,12.8058504155125
"886",886,"E31238010000000000000050236418040","2000","7.8.2003",7233003,50.264332,6.901234,100,80,723304048,54552,"Neichen",2000,"2003-08-07",2889320,269,2889,72361,0.072361,39.9292436533492
"887",887,"E31238010000000000000050272000030","1800","16.10.2003",7232292,50.174399,6.3269,98,70,723206292,54595,"Pittenbach",1800,"2003-10-16",2116266,393,2116,154449,0.154449,13.7020375657984
