"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2"
"144",144,"E3025401WEA000000000HUNGERBERG006","3075","27.12.2013",7333022,49.65165,8.04569,140,112,733304022,67294,"Gauersheim",3075,"2013-12-27",6542120,429,6542,184041,0.184041,35.5470791834428
"145",145,"E3025401WEA000000000HUNGERBERG007","3075","10.12.2013",7333022,49.648654,8.048865,140,112,733304022,67294,"Gauersheim",3075,"2013-12-10",6542120,514,6542,264196,0.264196,24.7623733894533
"146",146,"E3025401WEA000000000HUNGERBERG008","3075","13.2.2014",7333022,49.656694,8.053087,140,112,733304022,67294,"Gauersheim",3075,"2014-02-13",6542109,481,6542,231361,0.231361,28.2766282994973
"147",147,"E3025401WEA000000000HUNGERBERG009","3075","29.12.2013",7333022,49.652515,8.053542,140,112,733304022,67294,"Gauersheim",3075,"2013-12-29",6542119,475,6542,225625,0.225625,28.9955412742382
"148",148,"E3025401WEA000000000HUNGERBERG010","3075","10.12.2013",7333022,49.650669,8.057692,140,112,733304022,67294,"Gauersheim",3075,"2013-12-10",6542120,475,6542,225625,0.225625,28.9955457063712
"149",149,"E3025401WEA000000000HUNGERBERG011","3300","28.11.2015",7333001,49.646794,8.053501,137,126,733303001,67308,"Albisheim",3300,"2015-11-14",7631998,514,7632,264196,0.264196,28.8876364517252
"150",150,"E3025401WEA000000000HUNGERBERG012","3075","18.11.2013",7333001,49.648599,8.061971,140,112,733303001,67308,"Albisheim",3075,"2013-11-18",6542120,504,6542,254016,0.254016,25.7547556059461
"151",151,"E3025401WEA000000000HUNGERBERG013","3075","3.12.2013",7333001,49.647921,8.068149,140,112,733303001,67308,"Albisheim (Pfrimm)",3075,"2013-12-03",6542120,591,6542,349281,0.349281,18.7302487109233
"152",152,"E3025401WEA000000000LINDEN8288102","2400","9.12.2013",7335023,49.343409,7.630362,91,117,733511023,66851,"Linden",2400,"2013-12-09",5889459,504,5889,254016,0.254016,23.1853859599395
"153",153,"E3025401WEA000000000LINDEN8288201","2400","18.12.2013",7335023,49.345461,7.626117,91,117,733511023,66851,"Linden",2400,"2013-12-18",5889454,504,5889,254016,0.254016,23.1853662761401
"154",154,"E3025401WEA00000000BUBENHEIM00009","2530","23.7.2014",7333012,49.625068,8.141915,139,120,733303012,67308,"Bubenheim",2530,"2014-07-23",6367134,470,6367,220900,0.2209,28.8236034404708
"155",155,"E3025401WEA00000000BUBENHEIM00011","2530","23.7.2014",7333012,49.619405,8.136297,139,120,733303012,67308,"Bubenheim",2530,"2014-07-23",6367130,589,6367,346921,0.346921,18.3532562168332
"156",156,"E3025401WEA00000000KINDENHEIM0001","3050","28.7.2014",7332029,49.618512,8.142888,1354,101,733207029,67271,"Kindenheim",3050,"2014-07-28",6524247,389,6524,151321,0.151321,43.1152781173796
"157",157,"E3025401WEA00000000KINDENHEIM0002","3050","12.9.2014",7332029,49.609493,8.134835,1354,101,733207029,67271,"Kindenheim",3050,"2014-09-12",6524243,438,6524,191844,0.191844,34.0080638435395
"158",158,"E3025401WEA000000GALGENBERT010001","3050","15.12.2014",7336087,49.532692,7.59481,149,101,733608087,67753,"Rothselberg",3050,"2014-12-15",7493167,503,7493,253009,0.253009,29.6162073285931
"159",159,"E3025401WEA000000GALGENBERT010002","3050","23.12.2014",7336087,49.532144,7.60005,149,101,733608087,67753,"Rothselberg",3050,"2014-12-23",7493167,466,7493,217156,0.217156,34.5059174049992
"160",160,"E3025401WEA000000GALGENBERT010003","3050","30.12.2014",7336087,49.525607,7.601038,149,101,733608087,67753,"Rothselberg",3050,"2014-12-30",7493167,495,7493,245025,0.245025,30.5812345679012
"161",161,"E3025401WEA000000GALGENBERT010005","3050","25.6.2015",7336053,49.535218,7.608822,149,101,733608105,67752,"Wolfstein",3050,"2015-06-25",7493167,478,7493,228484,0.228484,32.7951497697869
"162",162,"E3025401WEA000000GALGENBERT010006","3050","21.5.2015",7336087,49.530465,7.610062,149,101,733608105,67752,"Wolfstein",3050,"2015-05-21",7493167,702,7493,492804,0.492804,15.2051667600101
"163",163,"E3025401WEA000000GALGENBERT010007","3050","28.7.2015",7336053,49.538499,7.608618,149,101,733608105,67752,"Wolfstein",3050,"2015-07-28",7493167,447,7493,199809,0.199809,37.5016490748665
"164",164,"E3025401WEA000000GALGENBERT010008","3050","4.8.2015",7336087,49.541501,7.607648,149,101,733608105,67752,"Wolfstein",3050,"2015-08-04",7493168,447,7493,199809,0.199809,37.5016540796461
"165",165,"E3025401WEA000000UWOFFENBACH37501","2530","3.9.2014",7337061,49.175251,8.198576,139,120,733707061,76877,"Offenbach",2530,"2014-09-03",6057058,591,6057,349281,0.349281,17.3415044047629
"166",166,"E3025401WEA000000UWOFFENBACH37502","2530","19.8.2014",7337061,49.175055,8.192418,139,120,733707061,76877,"Offenbach",2530,"2014-08-19",6057058,591,6057,349281,0.349281,17.3415044047629
"167",167,"E3025401WEA000000UWOFFENBACH37503","2530","3.9.2014",7337061,49.17074,8.19419,139,120,733707061,76877,"Offenbach",2530,"2014-09-03",6057058,654,6057,427716,0.427716,14.1614014907088
"168",168,"E3025401WEA000000UWOFFENBACH37504","2530","3.9.2014",7337061,49.17717,8.206942,139,120,733707061,76877,"Offenbach",2530,"2014-09-02",6057058,539,6057,290521,0.290521,20.8489506782642
"169",169,"E3025401WEA000000UWOFFENBACH37505","2530","14.8.2014",7337061,49.174152,8.210159,139,120,733707061,76877,"Offenbach",2530,"2014-08-14",6057058,480,6057,230400,0.2304,26.2893142361111
"170",170,"E3025401WEA000000UWOFFENBACH37506","2530","27.8.2014",7337061,49.171299,8.212633,139,120,733707061,76877,"Offenbach",2530,"2014-08-27",6057057,480,6057,230400,0.2304,26.2893098958333
"171",171,"E3025401WEA0004100033530000013176","3075","12.6.2015",7333026,49.613604,8.122085,140,112,733302038,67304,"Kerzenheim",3075,"2015-06-12",6204808,558,6205,311364,0.311364,19.927827237574
"172",172,"E3025401WEA0004100033530000013177","3075","17.6.2015",7333026,49.617282,8.12674,140,112,733302038,67304,"Kerzenheim",3075,"2015-06-17",6204808,387,6205,149769,0.149769,41.4291876155947
"173",173,"E3025401WEA0004100033530000014006","3300","26.8.2016",7333006,49.609684,8.124689,140,112,733302038,67304,"Kerzenheim",3300,"2016-08-26",6382867,621,6383,385641,0.385641,16.55131845421
"174",174,"E3025401WEA0004100033550000013217","3300","2.9.2015",7333038,49.584482,8.078446,137,126,733302038,67304,"Kerzenheim",3300,"2015-09-02",8315479,469,8315,219961,0.219961,37.8043334954833
"175",175,"E3025401WEA0004100033550000013218","3300","9.9.2015",7333038,49.580551,8.081869,137,126,733302038,67304,"Kerzenheim",3300,"2015-09-09",8315473,657,8315,431649,0.431649,19.2644324439533
"176",176,"E3025401WEA0004100033660000013421","2780","19.12.2015",7333012,49.6295,8.1452,139,120,733303012,67308,"Bubenheim",2780,"2015-12-19",6482586,516,6483,266256,0.266256,24.347192175951
"177",177,"E3025401WEA0004100033660000013422","2780","22.12.2015",7333012,49.63294,8.14657,139,120,733303012,67308,"Bubenheim",2780,"2015-12-22",6482583,516,6483,266256,0.266256,24.3471809085992
"178",178,"E3025401WEA0004100033710000013499","3075","3.12.2015",7333076,49.680895,8.106957,140,112,733304076,67294,"Stetten",3075,"2015-11-25",6715217,533,6715,284089,0.284089,23.6377226854964
"179",179,"E3025401WEA0004100033770000013556","2000","25.12.2015",7336055,49.49355,7.360808,105,90,733610055,66869,"Kusel",2000,"2015-12-25",3992794,362,3993,131044,0.131044,30.4691096120387
"180",180,"E3025401WEA0004100033800000013569","2780","11.1.2016",7333004,49.704381,7.838146,139,120,733307004,67808,"Bayerfeld-Steckweiler",2780,"2016-01-11",7235091,465,7235,216225,0.216225,33.4609365244537
"181",181,"E3025401WEA0004100033880000013861","3300","26.9.2016",7340022,49.300234,7.627288,140,112,734006022,66989,"Höheinöd",3300,"2016-09-26",6550331,676,6550,456976,0.456976,14.3340810020658
"183",183,"E3025401WEA0004100033920000014067","3300","29.9.2016",7340016,49.309454,7.64019,140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",6832639,566,6833,320356,0.320356,21.3282691755422
"184",184,"E3025401WEA0004100033920000014068","3300","29.9.2016",7340016,49.306378,7.643787,140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",6832639,566,6833,320356,0.320356,21.3282691755422
"185",185,"E3025401WEA0004100033920000014069","3300","29.9.2016",7340016,49.299569,7.648181,140,112,734006016,66919,"Hermersberg",3300,"2016-09-29",6832639,859,6833,737881,0.737881,9.25981154142741
"188",188,"E3025401WEA0004100033940000014136","3300","28.12.2016",7340017,49.245321,7.584188,137,126,734004007,66978,"Donsieders",3300,"2016-12-28",7856404,534,7856,285156,0.285156,27.5512491408212
"189",189,"E3025401WEA0004100033940000014137","3300","22.12.2016",7317000,49.24218,7.587025,137,123,734004007,66978,"Donsieders",3300,"2016-12-22",7856404,534,7856,285156,0.285156,27.5512491408212
"190",190,"E3025401WEA0004100033940000014138","3300","15.12.2016",7317000,49.245112,7.594348,137,126,734004007,66978,"Donsieders",3300,"2016-12-15",7856404,822,7856,675684,0.675684,11.6273346712369
"191",191,"E3025401WEA0004100034100000014178","3300","9.1.2017",7337038,49.169511,8.231607,137,126,733707061,76877,"Offenbach",3300,"2017-01-09",7142855,753,7143,567009,0.567009,12.5974279067881
"192",192,"E3025401WEA0004100034100000014179","3300","19.1.2017",7334014,49.176935,8.24701,137,126,733707061,76877,"Offenbach",3300,"2017-01-19",7142855,856,7143,732736,0.732736,9.74819716787492
"193",193,"E3025401WEA0004100034100000014180","3300","24.1.2017",7334014,49.171414,8.257136,137,126,733707061,76877,"Offenbach",3300,"2017-01-24",7142855,546,7143,298116,0.298116,23.9599853748205
"194",194,"E3025401WEA0004100034100000014181","3300","20.1.2017",7337039,49.171873,8.251491,137,126,733707061,76877,"Offenbach",3300,"2017-01-20",7142855,546,7143,298116,0.298116,23.9599853748205
"195",195,"E3025401WEA0004100034100000014182","3300","25.1.2017",7337038,49.166003,8.239782,137,126,733707061,76877,"Offenbach",3300,"2017-01-25",7142844,663,7143,439569,0.439569,16.2496536379954
"196",196,"E3025401WEA0004100034100000014183","3300","12.1.2017",7337038,49.170525,8.239301,137,126,733707061,76877,"Offenbach",3300,"2017-01-12",7142855,663,7143,439569,0.439569,16.249678662508
"197",197,"E3025401WEA0004100034210000014184","3000","21.12.2016",7333012,49.622625,8.145176,135,115,733303501,67308,"Zellertal",3000,"2016-12-21",7104418,470,7104,220900,0.2209,32.1612403802626
"198",198,"E3025401WEA0004100035420000014294","2780","25.1.2017",7332029,49.619108,8.149617,139,120,733302038,67304,"Kerzenheim",2780,"2017-01-25",6735903,641,6736,410881,0.410881,16.3938050189714
"199",199,"E3025401WEA0004100035420000014295","2780","27.1.2017",7332029,49.621477,8.156454,139,120,733302038,67304,"Kerzenheim",2780,"2017-01-27",6735898,427,6736,182329,0.182329,36.9436458270489
"204",204,"E3025401WEA0004100035720000014346","3000","26.1.2017",7334009,49.126866,8.253992,149,1157,733404013,76870,"Kandel",3000,"2017-01-26",6661352,807,6661,651249,0.651249,10.2285792377416
"265",265,"E3025401WEA0005000000KOLLWEILER01","3050","24.7.2014",7335019,49.526119,7.588366,1354,101,733509019,66879,"Kollweiler",3050,"2014-07-24",6140584,650,6141,422500,0.4225,14.5339266272189
"266",266,"E3025401WEA0005000000KOLLWEILER02","3050","24.7.2014",7335019,49.525471,7.581033,1354,101,733509019,66879,"Kollweiler",3050,"2014-07-24",6140576,702,6141,492804,0.492804,12.4604832752981
"267",267,"E3025401WEA0005000060110000004636","3050","15.5.2012",7336069,49.65111,7.70785,1354,101,733608069,67759,"Nußbach",3050,"2012-05-15",6399272,420,6399,176400,0.1764,36.277052154195
"268",268,"E3025401WEA0005000060110000004637","3050","24.4.2012",7336069,49.647764,7.70905,1354,101,733608069,67759,"Nußbach",3050,"2012-04-24",6399268,495,6399,245025,0.245025,26.1167962452811
"269",269,"E3025401WEA0005000060630000004685","3370","22.3.2012",7333079,49.653978,7.710362,128,104,733307079,67822,"Waldgrehweiler",3370,"2012-03-22",7362753,480,7363,230400,0.2304,31.9563932291667
"270",270,"E3025401WEA0005000060630000004686","3370","22.3.2012",7333079,49.656595,7.703714,128,104,733307079,67822,"Waldgrehweiler",3370,"2012-03-22",7362753,624,7363,389376,0.389376,18.9091084196252
"271",271,"E3025401WEA0005000068450000005343","2000","12.1.2012",7133045,49.771022,7.855421,105,90,713301045,55585,"Hochstätten",2000,"2012-01-12",3135739,360,3136,129600,0.1296,24.1955169753086
"272",272,"E3025401WEA0005000068450000005344","2000","29.12.2011",7133045,49.77204,7.85193,105,90,713301045,55585,"Hochstätten",2000,"2011-12-29",3135739,360,3136,129600,0.1296,24.1955169753086
"273",273,"E3025401WEA0005000068450000005345","2000","18.1.2012",7133045,49.765048,7.851277,105,90,713301045,55585,"Hochstätten",2000,"2012-01-18",3118619,637,3119,405769,0.405769,7.68570048475857
"274",274,"E3025401WEA0005000077080000006148","3170","14.2.2013",7333076,49.690702,8.099436,143,114,733304076,67294,"Stetten",3170,"2013-02-14",7477337,413,7477,170569,0.170569,43.8376082406533
"275",275,"E3025401WEA0005000077080000006149","3170","7.2.2013",7333076,49.686434,8.099806,143,114,733304076,67294,"Stetten",3170,"2013-02-07",7477337,525,7477,275625,0.275625,27.1286603174603
"276",276,"E3025401WEA0005000077080000006150","3170","29.12.2012",7333076,49.683401,8.102827,143,114,733304076,67294,"Stetten",3170,"2012-12-29",7477337,525,7477,275625,0.275625,27.1286603174603
"277",277,"E3025401WEA0005000085560000006845","3075","21.12.2012",7331024,49.698868,8.117693,140,112,733101024,55234,"Flomborn",3075,"2012-12-21",6484622,513,6485,263169,0.263169,24.6405237698969
"278",278,"E3025401WEA0005000085570000006846","3075","28.12.2012",7331024,49.695375,8.118492,140,112,733101024,55234,"Flomborn",3075,"2012-12-28",6484622,381,6485,145161,0.145161,44.671929788304
"279",279,"E3025401WEA0005000085580000006847","3075","25.1.2013",7331024,49.69306,8.120405,140,112,733101024,55234,"Flomborn",3075,"2013-01-25",6484622,381,6485,145161,0.145161,44.671929788304
"280",280,"E3025401WEA0005000085590000006848","3075","7.2.2013",7331024,49.68764,8.12329,140,112,733101024,55234,"Flomborn",3075,"2013-02-07",6484622,414,6485,171396,0.171396,37.8341501551962
"281",281,"E3025401WEA0005000087220000006951","3075","21.2.2013",7331024,49.690244,8.121496,140,112,733101024,55234,"Flomborn",3075,"2013-02-21",6484628,414,6485,171396,0.171396,37.8341851618474
"282",282,"E3025401WEA0005000093180000007504","2300","19.7.2013",7340221,49.169291,7.46407,1384,82,734008221,66484,"Riedelberg",2300,"2013-07-19",4144935,318,4145,101124,0.101124,40.9886377121158
"283",283,"E3025401WEA0005000093220000007507","2300","29.7.2013",7340221,49.168909,7.45952,1384,82,734008221,66484,"Riedelberg",2300,"2013-07-29",4144935,317,4145,100489,0.100489,41.2476489964076
"284",284,"E3025401WEA0005000093240000007509","2300","2.8.2013",7340221,49.167138,7.464524,1384,82,734008221,66484,"Riedelberg",2300,"2013-08-02",4144935,318,4145,101124,0.101124,40.9886377121158
"285",285,"E3025401WEA0005000093260000007510","2300","16.8.2013",7340221,49.166747,7.4593,1384,82,734008221,66484,"Riedelberg",2300,"2013-08-16",4144927,317,4145,100489,0.100489,41.2475693857039
"286",286,"E3025401WEA0005000102220000011949","2300","27.12.2013",7133032,49.766628,7.870504,138,82,713301032,55546,"Fürfeld",2300,"2013-12-27",3966213,385,3966,148225,0.148225,26.7580570079271
"287",287,"E3025401WEA0005000102220000011950","3050","23.12.2013",7133032,49.767285,7.866534,135,101,713301032,55546,"Fürfeld",3050,"2013-12-23",5712691,385,5713,148225,0.148225,38.5406712767752
"288",288,"E3025401WEA0005000102220000011951","3050","18.12.2013",7133032,49.770161,7.866533,135,101,713301032,55546,"Fürfeld",3050,"2013-12-18",5549703,417,5550,173889,0.173889,31.9152045270259
"289",289,"E3025401WEA000500010222FUERFELD04","3050","14.7.2014",7333083,49.758777,7.866035,135,101,713301032,55546,"Fürfeld",3050,"2014-07-14",5549703,476,5550,226576,0.226576,24.4937813360638
"291",291,"E3025401WEA00UWALSENZ370000000001","3075","1.8.2014",7333003,49.722701,7.845204,140,112,733307003,67821,"Alsenz",3075,"2014-08-01",6980442,453,6980,205209,0.205209,34.0162565969329
"292",292,"E3025401WEA00UWALSENZ370000000002","3075","28.7.2014",7333003,49.719999,7.847599,140,112,733307003,67821,"Alsenz",3075,"2014-07-28",6980442,453,6980,205209,0.205209,34.0162565969329
"293",293,"E3025401WEA00UWALSENZ370000000003","3075","12.8.2014",7333003,49.712375,7.842549,140,112,733307003,67821,"Alsenz",3075,"2014-08-12",6980442,736,6980,541696,0.541696,12.8862720049622
"294",294,"E3025401WEA00UWALSENZ370000000004","3075","19.8.2014",7333003,49.707528,7.839031,140,112,733307003,67821,"Alsenz",3075,"2014-08-19",6980442,465,6980,216225,0.216225,32.2832327436698
"295",295,"E3025401WEA00UWALSENZ370000000005","3075","25.8.2014",7333003,49.709958,7.834728,140,112,733307003,67821,"Alsenz",3075,"2014-08-25",6980442,537,6980,288369,0.288369,24.2066310872528
"296",296,"E3025401WEA00UWALSENZ370000000006","3075","13.8.2014",7333049,49.728688,7.900302,140,112,733307003,67821,"Alsenz",3075,"2014-08-13",6980442,454,6980,206116,0.206116,33.8665702808127
"297",297,"E3025401WEA00UWALSENZ370000000007","3075","22.8.2014",7333049,49.731707,7.899026,140,112,733307003,67821,"Alsenz",3075,"2014-08-22",6980442,454,6980,206116,0.206116,33.8665702808127
"298",298,"E3025401WEA00UWALSENZ370000000008","3075","22.8.2014",7333049,49.733478,7.905592,140,112,733307003,67821,"Alsenz",3075,"2014-08-22",6980442,669,6980,447561,0.447561,15.5966270519549
"299",299,"E3025401WEA00UWALSENZ370000000009","3075","17.9.2014",7333050,49.747342,7.909777,140,112,733307003,67821,"Alsenz",3075,"2014-09-17",6980442,443,6980,196249,0.196249,35.5693124550953
"300",300,"E3025401WEA00UWALSENZ370000000010","3075","4.9.2014",7333050,49.744968,7.912732,140,112,733307003,67821,"Alsenz",3075,"2014-09-04",6980442,443,6980,196249,0.196249,35.5693124550953
"301",301,"E3025401WEA00UWALSENZ370000000011","3075","19.9.2014",7333050,49.738819,7.905388,140,112,733307003,67821,"Alsenz",3075,"2014-09-19",6980442,776,6980,602176,0.602176,11.5920295727495
"302",302,"E3025401WEA0ENERGIEPARKGOLLHEIM01","3075","18.7.2014",7333026,49.58874,8.075503,140,112,733303026,67307,"Göllheim",3075,"2014-07-18",6902789,382,6903,145924,0.145924,47.3040007126998
"303",303,"E3025401WEA0FUERFELD000WEA0501617","3050","3.12.2014",7133032,49.764124,7.872379,135,101,713301032,55546,"Fürfeld",3050,"2014-12-03",5549703,351,5550,123201,0.123201,45.0459249519079
"304",304,"E3025401WEA0FUERFELD000WEA0601530","3050","10.12.2014",7133032,49.761722,7.872839,135,101,713301032,55546,"Fürfeld",3050,"2014-12-10",5549703,328,5550,107584,0.107584,51.5848360350982
"305",305,"E3025401WEA0FUERFELD000WEA0700155","3050","17.11.2014",7133032,49.758682,7.878463,135,101,713301032,55546,"Fürfeld",3050,"2014-11-17",5549709,427,5550,182329,0.182329,30.4378842641598
"306",306,"E3025401WEA0UWLINDENWEA1003501534","3300","7.11.2014",7340219,49.357258,7.592793,140,112,734009219,66919,"Obernheim-Kirchenarnbach",3300,"2014-11-07",8325595,672,8326,451584,0.451584,18.4364260026927
"307",307,"E3025401WEA0UWLINDENWEA2003501550","3300","7.11.2014",7340219,49.358696,7.599487,140,112,734009219,66919,"Obernheim-Kirchenarnbach",3300,"2014-11-07",8325595,446,8326,198916,0.198916,41.8548281686742
"308",308,"E3025401WEA100BUBENHEIM0003530582","2750","6.2.2015",7333012,49.620999,8.130567,139,120,733303006,67308,"Biedesheim",2530,"2015-02-06",6152309,589,6152,346921,0.346921,17.7340345496525
"309",309,"E3025401WEA1SIPPERSFELD0337001329","3050","30.12.2014",7333009,49.563997,7.913271,1354,101,733306009,67725,"Börrstadt",3050,"2014-12-30",7685863,416,7686,173056,0.173056,44.4125774315828
